1940 Winter Olympics	/m/05_wzs																		
1904 Summer Olympics	/m/018wrk		Gymnastics at the 1904 Summer Olympics - Men's team,Archery at the 1904 Summer Olympics – Women's double Columbia round,Gymnastics at the 1904 Summer Olympics - Men's rope climbing,Cycling at the 1904 Summer Olympics - 1/3 mile,Swimming at the 1904 Summer Olympics - Men's 4 x 50 yard freestyle relay,Wrestling at the 1904 Summer Olympics - Men's freestyle flyweight,Gymnastics at the 1904 Summer Olympics - Men's club swinging,Athletics at the 1904 Summer Olympics - Men's 200 metre hurdles,Athletics at the 1904 Summer Olympics - Men's long jump,Cycling at the 1904 Summer Olympics - 5 miles,Gymnastics at the 1904 Summer Olympics - Men's combined,Swimming at the 1904 Summer Olympics - Men's 880 yard freestyle,Swimming at the 1904 Summer Olympics - Men's 50 yard freestyle,Athletics at the 1904 Summer Olympics - Men's shot put,Wrestling at the 1904 Summer Olympics - Men's freestyle light flyweight,Gymnastics at the 1904 Summer Olympics - Men's rings,Rowing at the 1904 Summer Olympics - Men's coxless fours,Athletics at the 1904 Summer Olympics - Men's 56 pound weight throw,Boxing at the 1904 Summer Olympics - Bantamweight,Wrestling at the 1904 Summer Olympics - Men's freestyle welterweight,Gymnastics at the 1904 Summer Olympics - Men's Vault,Rowing at the 1904 Summer Olympics - Men's double sculls,Golf at the 1904 Summer Olympics - Men's individual,Cycling at the 1904 Summer Olympics - 2 miles,Athletics at the 1904 Summer Olympics - Men's 60 metres,Athletics at the 1904 Summer Olympics - Men's hammer throw,Athletics at the 1904 Summer Olympics - Men's 110 metre hurdles,Tennis at the 1904 Summer Olympics - Men's Doubles,Athletics at the 1904 Summer Olympics - Men's triathlon,Cycling at the 1904 Summer Olympics - 1/4 mile,Weightlifting at the 1904 Summer Olympics - Men's all-around dumbbell,Athletics at the 1904 Summer Olympics - Men's discus throw,Cycling at the 1904 Summer Olympics - 1/2 mile,Athletics at the 1904 Summer Olympics - Men's 100 metres,Gymnastics at the 1904 Summer Olympics - Men's artistic individual all-around,Wrestling at the 1904 Summer Olympics - Men's freestyle heavyweight,Cycling at the 1904 Summer Olympics - 25 miles,Athletics at the 1904 Summer Olympics - Men's 800 metres,Fencing at the 1904 Summer Olympics - Men's team foil,Golf at the 1904 Summer Olympics - Men's team,Wrestling at the 1904 Summer Olympics - Men's freestyle featherweight,Boxing at the 1904 Summer Olympics - Featherweight,Swimming at the 1904 Summer Olympics - Men's 100 yard freestyle,Weightlifting at the 1904 Summer Olympics - Men's two hand lift,Boxing at the 1904 Summer Olympics - Lightweight,Fencing at the 1904 Summer Olympics - Men's foil,Athletics at the 1904 Summer Olympics - Men's high jump,Archery at the 1904 Summer Olympics – Men's double York round,Athletics at the 1904 Summer Olympics - Men's 200 metres,Athletics at the 1904 Summer Olympics - Men's triple jump,Boxing at the 1904 Summer Olympics - Welterweight,Swimming at the 1904 Summer Olympics - Men's 100 yard backstroke,Athletics at the 1904 Summer Olympics - Men's standing high jump,Wrestling at the 1904 Summer Olympics - Men's freestyle lightweight,Athletics at the 1904 Summer Olympics - Men's 400 metre hurdles,Athletics at the 1904 Summer Olympics - Men's 400 metres,Archery at the 1904 Summer Olympics – Men's Double American Round,Athletics at the 1904 Summer Olympics - Men's standing triple jump,Wrestling at the 1904 Summer Olympics - Men's freestyle bantamweight,Fencing at the 1904 Summer Olympics - Men's Épée, Individual,Swimming at the 1904 Summer Olympics - Men's 440 yard freestyle,Rowing at the 1904 Summer Olympics - Men's single sculls,Athletics at the 1904 Summer Olympics - Men's 1500 metres,Rowing at the 1904 Summer Olympics - Men's coxless pairs,Tennis at the 1904 Summer Olympics - Men's Singles,Gymnastics at the 1904 Summer Olympics - Men's parallel bars,Athletics at the 1904 Summer Olympics - Men's 4 mile team race,Swimming at the 1904 Summer Olympics - Men's 440 yard breaststroke,Swimming at the 1904 Summer Olympics - Men's 1 mile freestyle,Athletics at the 1904 Summer Olympics - Men's pole vault,Boxing at the 1904 Summer Olympics - Flyweight,Diving at the 1904 Summer Olympics - Plunge for distance,Swimming at the 1904 Summer Olympics - Men's 220 yard freestyle,Athletics at the 1904 Summer Olympics - Men's 2590 metre steeplechase,Cycling at the 1904 Summer Olympics - 1 mile,Gymnastics at the 1904 Summer Olympics - Men's pommel horse,Fencing at the 1904 Summer Olympics - Men's singlestick,Archery at the 1904 Summer Olympics – Women's Double National Round,Gymnastics at the 1904 Summer Olympics - Men's triathlon,Boxing at the 1904 Summer Olympics - Heavyweight,Athletics at the 1904 Summer Olympics - Men's decathlon,Gymnastics at the 1904 Summer Olympics - Men's Horizontal Bar,Rowing at the 1904 Summer Olympics - Men's eights,Athletics at the 1904 Summer Olympics - Men's standing long jump,Boxing at the 1904 Summer Olympics - Middleweight,Fencing at the 1904 Summer Olympics - Men's Sabre, Individual,Athletics at the 1904 Summer Olympics - Men's marathon,Diving at the 1904 Summer Olympics - Platform	Men's Tennis, singles,Men's Freestyle Wrestling, Lightweight 61.2-65.8kg,Men's Rings,Men's Archery, individual,Men's Athletics, 200m Hurdles,Men's 300m Free Rifle, 3 Positions,Men's Hammer throw,Men's Athletics, 200m,Men's Boxing, Bantamweight 47.6-52.2 kg,Men's Boxing, Lightweight 56.7-61.2kg,Men's Discus throw,Men's Freestyle Wrestling, Bantamweight 52.2-56.7kg,Men's 10 metre platform,Standing High Jump,Men's Foil individual,Men's Vault,Double York Round Men,Men's Athletics, 400m,Men's Boxing, Welterweight  61.2-65.8kg,Men's Track Cycling, 1/4 mile,Women's Archery, individual,Men's 440yds Freestyle,Men's Boxing, Featherweight 52.2-56.7kg,Women's Double National Round,Men's Athletics, 60m,Men's Freestyle Wrestling, Flyweight 47.6-52.2kg,Men's Freestyle Wrestling, Featherweight 56.7-61.2kg,Men's Pommel horse,Men's 100yds Backstroke,Men's Athletics, 100m,Men's Boxing, 65.8-71.7kg (middleweight),Men's Pole vault,Men's Triple jump,Men's Athletics, 1500m,Single Sticks,Men's Gymnastics, individual all-round,Men's Épée individual,Rope climbing,Men's All Around Dumbbell,Men's 1 Mile Freestyle,Men's Freestyle Wrestling,  Heavyweight +71.7,Men's Double American Round,Men's Boxing, Heavyweight +71.7kg,Men's Gymnastic, triathlon,Men's Boxing, Flyweight  -47.6 kg,Men's Track Cycling, 1/2 Mile,Men's Track Cycling, 25 Miles,Men's Athletics, Triathlon,Men's Athletics, 400m hurdles,Men's 50 yards Freestyle,Men's FreestyleWrestling, Light Flyweight 47.6kg,Men's Athletics, 800m,Men's High jump,Men's Track Cycling, 5 Miles,Men's Track Cycling, 1/3 Mile,Men's 880yds Freestyle,Men's Freestyle Wresetling, Welterweight 65.8-71.7kg,Men's Shot put,Men's Marathon,Men's Parallel bars,Standing triple jump,Platform diving,Men's Decathlon,Men's Track Cycling, 2 Miles,Men's Long jump,Men's Track Cycling, 1 Mile,Men's Athletics, 110m hurdles,Plunge for distance,Men's Single sculls,Men's 50m pistol,Heavyweight (Two-handed),Men's 220yds Freestyle,Standing Long Jump,Women's Double Colombia Round,Men's 440yds Breaststroke,Men's Athletics, 2590m steeplechase,56-Pound Weight Throw,Men's Horizontal bar,Men's Sabre individual	Francis Field			/m/065t8w9,/m/05t2tp6,/m/065t8w1,/m/09qjyw3,/m/05t2v6l,/m/09rkqlv,/m/065t8wk,/m/05t2v69,/m/0b4d6bg,/m/04f99ps,/m/04dq8bz,/m/065t8w5,/m/065t8vy,/m/09p7vsd,/m/059nrzd,/m/04dq8s6,/m/065t8wp,/m/04dq7mr,/m/04dq7wq,/m/04dq8pv,/m/065t8vt,/m/04dq7mj,/m/0987mjm,/m/05v38__	American football		United Kingdom	Archery,Boxing,Lacrosse,Roque,Freestyle wrestling,Fencing,Diving,Swimming,Rowing,Track cycling,Tennis,Golf,Track and field athletics,Artistic gymnastics,Football,Tug of war,Weightlifting	12	651		St. Louis	/m/07npjqs,/m/07nnfvg,/m/07nnfqh,/m/07nvdkr,/m/07nngb7,/m/07npj2x,/m/07nnfrk,/m/07nvdd_,/m/07npjhv,/m/07npj3l,/m/07nnfh_,/m/07npjtj,/m/07nvdm8,/m/07nnfwy,/m/07npjqj,/m/07npj48,/m/07nvt7q,/m/07nngc7,/m/07npj59,/m/07nngdh,/m/07nvtcz,/m/07nnfrt,/m/07npjcp,/m/07npj7c,/m/07nnflb,/m/07nnfty,/m/07nvt8g,/m/07nvdnt,/m/07nngb_,/m/07npjn0,/m/07npjb3,/m/07nvdnk,/m/07npjd_,/m/08hq_xj,/m/07npj3y,/m/07nvt6g,/m/07nnfh6,/m/07nnfzm,/m/07nvtc6,/m/07npjcf,/m/07npjh6,/m/07nnff2,/m/07nvtbq,/m/07nvdgc,/m/07nnfsb,/m/07npjss,/m/07npj85,/m/07nnfz0,/m/07nngd_,/m/09dsjls,/m/07nnfwd,/m/07nvdk_,/m/07npjns,/m/07npj8t,/m/07nnfhh,/m/07npj4z,/m/07nnfsl,/m/07npjdg,/m/07nvt9z,/m/07nvtgg,/m/07nvt96,/m/07nvdpt,/m/07nnftp,/m/07nvtdz,/m/07npjpj,/m/07nvddn,/m/07nnfr8,/m/07nngbr,/m/07nvdfw,/m/07nvt7z,/m/07nnfsv,/m/07npjt0,/m/07npjgq,/m/07nnfgq,/m/07npjc4,/m/07nvdp9,/m/07npjvs,/m/07nnft3,/m/07nnfhr,/m/07nnfr0,/m/07nnfk9,/m/07npjts,/m/07nvtfq,/m/07nvtfz,/m/07npjdq,/m/07nvdm0,/m/07nvdgq,/m/07npjr0,/m/07nnfyh,/m/07nvdmk,/m/07npj9b,/m/07nvdc8,/m/07npjnj,/m/07nvdq9,/m/07nvt66,/m/07npjn8,/m/07npjw0,/m/07nnfkk,/m/07npjbn,/m/07npjt8,/m/07npjp8,/m/09dsjm1,/m/07nnfs1,/m/07nnfgd,/m/07nvtdq,/m/07nvdd9,/m/07nvdk7,/m/07nnfvq,/m/04dp_dt,/m/07npjsj,/m/07npj37,/m/07npjgz,/m/07npj6p,/m/07nngch,/m/07nvtd6,/m/07nvt5z,/m/07npjq8,/m/07npjp0,/m/07nvtbz,/m/07npjhk,/m/07nnfwp,/m/07nvdfm,/m/07nngf7,/m/07nvdjk,/m/07nnfgz,/m/07nvdmt,/m/07nnfv5,/m/07nvdpk,/m/07nvdcm,/m/07npjcy,/m/07npjv0,/m/07nvtdg,/m/07npjfh,/m/07nvdhj,/m/07nnfnf,/m/07nngfr,/m/07nvdn1,/m/07npj4m,/m/07nnfxz,/m/07npjgf,/m/07nvdcz,/m/07npjr8,/m/07nvt76,/m/07npjd6,/m/07nnfyr,/m/07nvtb6,/m/07npjfs,/m/04dp_d4,/m/07nvdn9,/m/07nngc_,/m/07npj92,/m/07nnfz8,/m/07nngbh,/m/07nvtg6,/m/07nnfmx,/m/07nnfk1,/m/07npj6b,/m/07nnfjj,/m/07nvtf6,/m/07npjq0,/m/07nnfl2,/m/07nnfkv,/m/07nvdhw,/m/07nvtcg,/m/07nnffj,/m/07npjs8,/m/07nnffz,/m/07nnfmd,/m/07npjjb,/m/07npjg3,/m/07nvt7g,/m/07nvt86,/m/07nnfxq,/m/07nnfq7,/m/07nvtfg,/m/07nvtbg,/m/07nvt8z,/m/07npjrs,/m/07nvt9g,/m/07nvdkh,/m/07nvdg3,/m/07nnflw,/m/07nnfp4,/m/07nnfp_,/m/096jkwk,/m/07nvdp1,/m/07nnftc,/m/07nnfnp,/m/07nnfy7,/m/07nvdj6,/m/07npjj2,/m/07npj5n,/m/07nnfmn,/m/07npjbx,/m/07npjv8,/m/07npj8g,/m/07nngcr,/m/07nnfxg,/m/07npj70,/m/07npj7x,/m/09dsjlh,/m/07nvt6z,/m/07nvdfb,/m/07nnfm3,/m/07npj9w,/m/07nvtcq,/m/07nnfqs,/m/07nvt9q,/m/07npjf7,/m/07nnfw1,/m/07npjbc,/m/07npj9l,/m/07nvdls,/m/07nnfpg,/m/07nngd7,/m/07nnfpq,/m/07nvdh1,/m/07nngdr,/m/07nvdq1,/m/07nvdjx,/m/07npjvj,/m/07nvt8q,/m/07npjs0,/m/07nnfjs,/m/0b4d6bq,/m/05v3907,/m/07nnfx5,/m/07npjms,/m/07nvdl7,/m/07nnfj8,/m/059nr_k,/m/07npj5_,/m/07npjrj,/m/07npjps,/m/07nngfh,/m/07nvt6q,/m/04dp_cq		
2026 Winter Olympics	/m/057xmzl																		
2022 Winter Olympics	/m/0cc52_																		
1900 Summer Olympics	/m/016r9z		Athletics at the 1900 Summer Olympics - Men's 200 metres,Athletics at the 1900 Summer Olympics - Men's high jump,Fencing at the 1900 Summer Olympics - Men's amateurs-masters épée,Archery at the 1900 Summer Olympics - Sur la Perche à la Pyramide,Athletics at the 1900 Summer Olympics - Men's 200 metre hurdles,Swimming at the 1900 Summer Olympics - Men's 200 metre backstroke,Sailing at the 1900 Summer Olympics - 3 to 10 ton,Sailing at the 1900 Summer Olympics - 10 to 20 ton,Shooting at the 1900 Summer Olympics - Men's 300 metre rifle, three positions,Athletics at the 1900 Summer Olympics - Men's discus throw,Archery at the 1900 Summer Olympics - Sur la Perche à la Herse,Archery at the 1900 Summer Olympics - Au Cordon Doré 33 metres,Shooting at the 1900 Summer Olympics - Men's 50 metre pistol,Athletics at the 1900 Summer Olympics - Men's 100 metres,Athletics at the 1900 Summer Olympics - Men's long jump,Sailing at the 1900 Summer Olympics - 0 to .5 ton,Fencing at the 1900 Summer Olympics - Men's masters sabre,Sailing at the 1900 Summer Olympics - 1 to 2 ton,Athletics at the 1900 Summer Olympics - Men's standing long jump,Tennis at the 1900 Summer Olympics - Men's Doubles,Swimming at the 1900 Summer Olympics - Men's underwater swimming,Croquet at the 1900 Summer Olympics - Singles, two balls,Athletics at the 1900 Summer Olympics - Men's 60 metres,Fencing at the 1900 Summer Olympics - Men's Sabre, Individual,Tennis at the 1900 Summer Olympics - Mixed Doubles,Equestrian at the 1900 Summer Olympics - Long jump,Swimming at the 1900 Summer Olympics - Men's 200 metre freestyle,Cycling at the 1900 Summer Olympics - Men's 25 kilometres,Fencing at the 1900 Summer Olympics - Men's foil,Shooting at the 1900 Summer Olympics - Military rifle, prone,Rowing at the 1900 Summer Olympics - Men's Single Sculls,Athletics at the 1900 Summer Olympics - Men's 5000 metre team race,Shooting at the 1900 Summer Olympics - Military rifle, standing,Tennis at the 1900 Summer Olympics - Men's Singles,Swimming at the 1900 Summer Olympics - Men's 200 metre obstacle event,Athletics at the 1900 Summer Olympics - Men's hammer throw,Archery at the 1900 Summer Olympics - Au Chapelet 33 metres,Rowing at the 1900 Summer Olympics - Coxed fours,Archery at the 1900 Summer Olympics - Au Cordon Doré 50 metres,Athletics at the 1900 Summer Olympics - Men's 1500 metres,Athletics at the 1900 Summer Olympics - Men's 2500 metre steeplechase,Athletics at the 1900 Summer Olympics - Men's 800 metres,Rowing at the 1900 Summer Olympics - Coxed eights,Athletics at the 1900 Summer Olympics - Men's 400 metres,Equestrian at the 1900 Summer Olympics - Jumping, Individual,Swimming at the 1900 Summer Olympics - Men's 4000 metre freestyle,Fencing at the 1900 Summer Olympics - Men's masters épée,Sailing at the 1900 Summer Olympics - .5 to 1 ton,Athletics at the 1900 Summer Olympics - Men's 400 metre hurdles,Athletics at the 1900 Summer Olympics - Men's standing high jump,Equestrian at the 1900 Summer Olympics - Hacks and hunter combined,Cycling at the 1900 Summer Olympics - Men's sprint,Cricket at the 1900 Summer Olympics,Sailing at the 1900 Summer Olympics - 2 to 3 ton,Athletics at the 1900 Summer Olympics - Men's 4000 metre steeplechase,Swimming at the 1900 Summer Olympics - Men's 1000 metre freestyle,Croquet at the 1900 Summer Olympics - Doubles,Fencing at the 1900 Summer Olympics - Men's masters foil,Golf at the 1900 Summer Olympics – Women's individual,Fencing at the 1900 Summer Olympics - Men's Épée, Individual,Golf at the 1900 Summer Olympics – Men's individual,Croquet at the 1900 Summer Olympics - Singles, one ball,Athletics at the 1900 Summer Olympics - Men's marathon,Sailing at the 1900 Summer Olympics - Open class,Athletics at the 1900 Summer Olympics - Men's triple jump,Athletics at the 1900 Summer Olympics - Men's shot put,Equestrian at the 1900 Summer Olympics - High jump,Shooting at the 1900 Summer Olympics - Trap,Athletics at the 1900 Summer Olympics - Men's pole vault,Archery at the 1900 Summer Olympics - Au Chapelet 50 metres,Gymnastics at the 1900 Summer Olympics - Men's artistic individual all-around,Basque pelota at the 1900 Summer Olympics - Two-man teams,Athletics at the 1900 Summer Olympics - Men's 110 metre hurdles,Shooting at the 1900 Summer Olympics - Military rifle, kneeling,Athletics at the 1900 Summer Olympics - Men's standing triple jump,Tennis at the 1900 Summer Olympics - Women's Singles,Rowing at the 1900 Summer Olympics - Coxed pairs,Shooting at the 1900 Summer Olympics - Men's 25 metre rapid fire pistol,Equestrian at the 1900 Summer Olympics - Mail coach,Swimming at the 1900 Summer Olympics - Men's 200 metre team swimming	Men's Golf,Men's Sur la perche á la pyramide,Men's Athletics, 200m,Men's Underwater Swimming,300 metre free rifle, prone,Men's Triple jump,Men's Hammer throw,Men's Marathon,Masters Sabre,Men's Track Cycling, 25km,Men's Épée individual,300m military rifle, standing,Standing High Jump,Men's Shot put,Men's Sur la perche á la herse,Men's Athletics, 1500m,Individual Military Rifle, Kneeling,Men's Pole vault,Men's Athletics, 400m hurdles,Croquet, Singles (1 Ball),Men's Track cycling, Sprint individual,Men's Long jump,Equestrian, High Jump,Men's Tennis, singles,Women's Archery, individual,Men's Au chapelet 33m,Men's High jump,Men's Au cordon doré 50m,Men's 300m Free Rifle, 3 Positions,Men's Sabre individual,Men's Discus throw,Men's Athletics, 400m,Men's Obstacle Race,Men's Athletics, 4000m Steeplechase,Men's Athletics, 800m,Standing triple jump,Men's Foil individual,Men's Au chapelet 50m,Men's 1000m Freestyle,Men's 4000m Freestyle,Masters Foil,Men's Athletics, 110m hurdles,Standing Long Jump,Women's Golf,Equestrian, Long Jump,Men's 200m backstroke,Men's Athletics, 200m Hurdles,Men's Au cordon doré 33m,Men's Gymnastics, individual all-round,Croquet, Singles (2 Balls),Men's 50m pistol,Men's Amateurs-Masters épée,Men's Archery, individual,Masters Épée,Men's Athletics, 2500m Steeplechase,Men's Single sculls,Men's Athletics, 100m,Men's Athletics, 60m	Vélodrome de Vincennes			/m/09rmjxp,/m/09cw01t,/m/0bntxx5,/m/08pt_81,/m/04gcwzb,/m/09cxj15,/m/05tt_y7	Lifesaving,Motorsport,Jeu de paume,Boules,Hot air ballooning,Longue paume		Netherlands,Austria,Argentina,Romania,Hungary,Mexico,Bohemia,Australia,Italy,Switzerland,Spain,Russian Empire,Denmark,Belgium,France,United States of America,Sweden,Cuba,Canada,Greece,Norway,Germany,India,United Kingdom	Golf,Tennis,Pilota,Water polo,Track and field athletics,Tug of war,Rugby union,Cricket,Archery,Sailing,Fencing,Croquet,Rowing,Track cycling,Shooting sports,Polo,Show jumping,Football,Swimming,Artistic gymnastics	24	997		Paris	/m/065vypv,/m/07npg2d,/m/07npg7g,/m/07nnd45,/m/07npg4f,/m/07ntjdv,/m/07npfyf,/m/07nnc__,/m/07nncwl,/m/07ntjjb,/m/07nndr0,/m/07npg01,/m/07npg1n,/m/07npg0l,/m/07ntj52,/m/07npfw1,/m/07ntjk2,/m/07nndqs,/m/07npg3f,/m/07npft6,/m/07npg44,/m/07npfwl,/m/065vyq1,/m/07ntjhb,/m/07nnd2z,/m/07npg6g,/m/07nncsc,/m/07ntj3r,/m/07nnd1x,/m/07nnc_n,/m/07ntj6k,/m/07ntjs0,/m/07npfz_,/m/07npf_t,/m/07npg56,/m/07ntj5p,/m/07npg5z,/m/07ntj7t,/m/07nncsn,/m/07ntjh2,/m/07nnd36,/m/07ntjfb,/m/07nnd3k,/m/07npg1x,/m/09cw1dn,/m/07nncx8,/m/07npg24,/m/07ntjbm,/m/07nncw7,/m/07nnd1c,/m/07nncxx,/m/07ntjkb,/m/07npg5q,/m/07nndwj,/m/07ntjrs,/m/07nnd4q,/m/07nnds0,/m/07ntjjv,/m/07npftr,/m/07nncxm,/m/07npg35,/m/07nncz7,/m/07ntjrj,/m/07nndv0,/m/07ntjfl,/m/07nndt0,/m/07nndts,/m/07npg4y,/m/07npfvk,/m/07ntj68,/m/07ntj89,/m/07npfvt,/m/07npg5g,/m/07nndrj,/m/07npfyz,/m/07nndrs,/m/07nnc_9,/m/07ntjkx,/m/07nncy_,/m/07nncyg,/m/07nncy5,/m/07ntj9k,/m/07ntj71,/m/07nnd0b,/m/07nnd2f,/m/07npg0w,/m/07ntjcq,/m/07nnds8,/m/07npg76,/m/07npg4p,/m/07ntjr0,/m/07nndw8,/m/07ntjgl,/m/07ntjgb,/m/07nncts,/m/07ntj81,/m/07npfzh,/m/07nnczs,/m/07nnd0t,/m/07npg1d,/m/07ntj4v,/m/07npg6q,/m/07npg3s,/m/07ntj6t,/m/07nncwy,/m/07ntjb1,/m/07nndt8,/m/07npfwv,/m/07nncvz,/m/07ntj79,/m/07npg6z,/m/07nnd1n,/m/07npf_k,/m/07nndss,/m/07npg66,/m/07npfy5,/m/07ntj5b,/m/07npfzr,/m/07ntjfv,/m/07nncsy,/m/07nnd24,/m/07ntjt8,/m/07ntjcz,/m/07npg13,/m/07ntjkl,/m/07nncv1,/m/07npfv8,/m/07npfxx,/m/07ntj91,/m/07ntj8t,/m/07ntjt0,/m/07ntjg2,/m/07ntjr8,/m/07ntjc3,/m/07ntjss,/m/07nndv8,/m/07nnd4f,/m/07nndw0,/m/07nnczj,/m/07ntj4l,/m/07ntj3_,/m/07ntjs8,/m/07nncth,/m/07nnct6,/m/07nnd3x,/m/07ntj8k,/m/07ntj7k,/m/07npg0b,/m/07ntj47,/m/07nndsj,/m/07ntjj2,/m/07ntj9t,/m/07nndvj,/m/07nndvs,/m/07nnc_1,/m/07nndtj,/m/07npfxc,/m/07npfz6,/m/07nndr8,/m/07ntjbw,/m/07ntj5y,/m/07nncvm,/m/07npfwb,/m/07nnd2q,/m/07ntjjl,/m/07ntjdk,/m/07npfxn,/m/07nnd13,/m/07npg2y,/m/07ntjbb,/m/07ntjhv,/m/07ntj99,/m/07nncyr,/m/07npfyq,/m/07ntjf2,/m/07ntjgv,/m/07npfv0,/m/07nncvb,/m/07ntj3h,/m/07npfx2,/m/07npg2p,/m/07ntjhl,/m/07ntjd6,/m/07npftg,/m/07ntj37,/m/07npf_8,/m/07ntjsj,/m/07ntjcc		
1944 Summer Olympics	/m/016q75																		
