	/m/07w15wc	Australia	Athletics at the 1896 Summer Olympics - Men's 800 metres	Gold medal	Teddy Flack	1896 Summer Olympics
	/m/07rpp61	United States of America	Short Track Speed Skating at the 2002 Winter Olympics - Men's 500m	Bronze medal	Rusty Smith	2002 Winter Olympics
	/m/07ksv_j	Netherlands	Cycling at the 1952 Summer Olympics - Men's sprint		Johan Hijzelendoorn	1952 Summer Olympics
	/m/07yldq5	Unified Team	Athletics at the 1992 Summer Olympics - Women's 400 metres	Silver medal	Olga Bryzgina	1992 Summer Olympics
	/m/07gl9qj	United States of America	Athletics at the 1972 Summer Olympics - Men's 110 metre hurdles	Gold medal	Rodney Milburn	1972 Summer Olympics
	/m/07gl9_v	United States of America	Canoeing at the 1972 Summer Olympics - Men's slalom C-1	Bronze medal	James McEwan	1972 Summer Olympics
	/m/07yljm5	United States of America	Wrestling at the 1992 Summer Olympics - Men's Greco-Roman Heavyweight	Silver medal	Dennis Marvin Koslowski	1992 Summer Olympics
	/m/07cn3z_	Soviet Union	Gymnastics at the 1988 Summer Olympics – Women's Vault	Gold medal	Svetlana Boginskaya	1988 Summer Olympics
	/m/07sgdjy	Germany	Luge at the 2002 Winter Olympics – Women's singles	Silver medal	Barbara Niedernhuber	2002 Winter Olympics
	/m/07fwv34	Czech Republic	Shooting at the 2000 Summer Olympics - Men's 50 metre pistol	Bronze medal	Martin Tenk	2000 Summer Olympics
	/m/07q943x	Switzerland	Alpine Skiing at the 1948 Winter Olympics - Men's downhill	Bronze medal	Karl Molitor	1948 Winter Olympics
	/m/07wrq3z	Romania	Gymnastics at the 1988 Summer Olympics – Women's Vault	Bronze medal	Daniela Silivaş	1988 Summer Olympics
	/m/07t5d9f	Netherlands	Speed Skating at the 1998 Winter Olympics – Men’s 10000m	Gold medal	Gianni Romme	1998 Winter Olympics
	/m/07ndsq4	Finland	Wrestling at the 1928 Summer Olympics - Freestyle Bantamweight	Gold medal	Kaarlo Mäkinen	1928 Summer Olympics
	/m/07ndsn6	Finland	Gymnastics at the 1928 Summer Olympics - Men's pommel horse	Bronze medal	Heikki Savolainen	1928 Summer Olympics
	/m/07kktwd	Bulgaria	Wrestling at the 1964 summer Olympics - Men's Freestyle Lightweight	Gold medal	Enyu Valchev	1964 Summer Olympics
	/m/07kkttf	Bulgaria	Wrestling at the 1964 summer Olympics - Men's Greco-Roman Flyweight	Silver medal	Angel Stoyanov Keresov	1964 Summer Olympics
	/m/07sh_wy	Soviet Union	Speed Skating at the 1964 Winter Olympics - Women's 3000m	Silver medal	Valentina Stenina	1964 Winter Olympics
	/m/07kktqh	Romania	Canoeing at the 1964 Summer Olympics - Men's C-1 1000 metres	Silver medal	Andrei Igorov	1964 Summer Olympics
	/m/07vl4bz	Sweden	Gymnastics at the 1952 Summer Olympics - Men's Floor Exercises	Gold medal	William Thoresson	1952 Summer Olympics
	/m/07nd_71	Czechoslovakia	Shooting at the 1968 Summer Olympics - Men's 50 metre rifle, prone	Gold medal	Jan Kurka	1968 Summer Olympics
	/m/07nd025	France	Cycling at the 1936 Summer Olympics - Men's 1000m Time Trial	Silver medal	Pierre Georget	1936 Summer Olympics
	/m/07vl4kt	Sweden	Wrestling at the 1952 Summer Olympics - Men's Freestyle Light Heavyweight	Gold medal	Viking Palm	1952 Summer Olympics
	/m/07ncrh4	Denmark	Canoeing at the 1948 Summer Olympics - Men's K-1 1000 metres	Silver medal	Johan Andersen	1948 Summer Olympics
	/m/07nhbn9	United Kingdom	Boxing at the 1960 Summer Olympics - Welterweight	Bronze medal	James Lloyd	1960 Summer Olympics
	/m/07ncrct	Finland	Gymnastics at the 1948 Summer Olympics - Men's Parallel Bars	Silver medal	Veikko Huhtanen	1948 Summer Olympics
	/m/07ncr7s	United Kingdom	Swimming at the 1948 Summer Olympics - Women's 400 metre freestyle	Bronze medal	Catherine Gibson	1948 Summer Olympics
	/m/07vl4nr	Hungary	Wrestling at the 1952 Summer Olympics - Greco-Roman Welterweight	Gold medal	Miklós Szilvási	1952 Summer Olympics
	/m/07tm_bc	Russia	Cross-country Skiing at the 2002 Winter Olympics - Men's 50km	Gold medal	Mikhail Ivanov	2002 Winter Olympics
	/m/07ylf68	Unified Team	Shooting at the 1992 Summer Olympics - Women's 10 metre air pistol	Gold medal	Marina Dobrancheva	1992 Summer Olympics
	/m/07tl83y	German Democratic Republic	Ski Jumping at the 1976 Winter Olympics - Large Hill	Bronze medal	Henry Glaß	1976 Winter Olympics
	/m/07ylffs	Unified Team	Wrestling at the 1992 Summer Olympics -Men's Freestyle Bantamweight	Silver medal	Serguei Smal	1992 Summer Olympics
	/m/07shc3w	United States of America	Speed skating at the 1960 Winter Olympics - Men's 500m	Silver medal	Bill Disney	1960 Winter Olympics
	/m/07w1160	Greece	Swimming at the 1896 Summer Olympics - Men's sailors 100 metre freestyle	Bronze medal	Dimitrios Drivas	1896 Summer Olympics
	/m/07shc87	Norway	Speed Skating at the 1960 Winter Olympics - Men's 5000m	Silver medal	Knut Johannesen	1960 Winter Olympics
	/m/07tl714	Soviet Union	Cross-Country Skiing at the 1976 Winter Olympics - Men's 30km	Gold medal	Sergey Savelyev	1976 Winter Olympics
	/m/07ntjjb	Norway	Athletics at the 1900 Summer Olympics - Men's pole vault	Bronze medal	Carl-Albert Andersen	1900 Summer Olympics
	/m/07v6gdw	Czech Republic	Freestyle Skiing at the 2002 Winter Olympics - Men's Aeriels	Gold medal	Aleš Valenta	2002 Winter Olympics
	/m/07nwkvw	Italy	Athletics at the 1980 Summer Olympics - Men's 20 km walk	Gold medal	Maurizio Damilano	1980 Summer Olympics
	/m/07qsl_y	United States of America		Gold medal	Jeanette Bolden	1984 Summer Olympics
	/m/07w2bz0	Germany	Athletics at the 1932 Summer Olympics - Women's javelin throw	Silver medal	Ellen Braumüller	1932 Summer Olympics
	/m/07nnds8	France	Athletics at the 1900 Summer Olympics - Men's marathon	Silver medal	Emile Champion	1900 Summer Olympics
	/m/08mk9q_	Australia	Athletics at the 1920 Summer Olympics - Men's 3 kilometre walk	Silver medal	George Parker	1920 Summer Olympics
	/m/07nb5g0	United States of America	Boxing at the 1920 Summer Olympics - Men's light heavyweight	Gold medal	Eddie Eagan	1920 Summer Olympics
	/m/07nhbj_	Poland	Rowing at the 1960 Summer Olympics - Men's Single Sculls	Bronze medal	Teodor Kocerka	1960 Summer Olympics
	/m/07nc_qn	Sweden	Boxing at the 1936 Summer Olympics - Men's lightweight	Bronze medal	Erik Ågren	1936 Summer Olympics
	/m/07nb5nh	United States of America	Swimming at the 1920 Summer Olympics - Men's 100 metre backstroke	Gold medal	Warren Kealoha	1920 Summer Olympics
	/m/07w1ltz	United Kingdom	Swimming at the 2008 Summer Olympics - Women's 10 kilometre	Bronze medal	Cassie Patten	2008 Summer Olympics
	/m/07w1dl2	Russia	Wrestling at the 2008 Summer Olympics - Men's Freestyle Bantamweight	Bronze medal	Besik Kudukhov	2008 Summer Olympics
	/m/07th7s5	Austria	Alpine Skiing at the 1988 Winter Olympics - Men's Super G	Silver medal	Helmut Mayer	1988 Winter Olympics
	/m/083jcw8	France	Cycling at the 1996 Summer Olympics - Women's Points Race	Gold medal	Nathalie Lancien	1996 Summer Olympics
	/m/07th6sh	Sweden	Cross-Country Skiing at the 1984 Winter Olympics - Men's 50km	Silver medal	Gunde Svan	1984 Winter Olympics
	/m/07tn7hc	South Korea	Short Track Speed Skating at the 2006 Winter Olympics - Women's 1500m	Silver medal	Choi Eun-Kyung	2006 Winter Olympics
	/m/07n6s46	Turkey	Wrestling at the 1972 Summer Olympics - Men's Freestyle Featherweight	Silver medal	Vehbi Akdağ	1972 Summer Olympics
	/m/07n94x8	Italy	Cycling at the 1960 Summer Olympics - Men's Sprint	Gold medal	Sante Gaiardoni	1960 Summer Olympics
	/m/07nh1wb	Australia	Swimming at the 1948 Summer Olympics - Women's 100 metre backstroke	Bronze medal	Judy-Joy Davies	1948 Summer Olympics
	/m/07nnx6l	Sweden	Handball at the 1992 Summer Olympics - Men's tournament	Silver medal	Magnus Andersson	1992 Summer Olympics
	/m/07nn8vr	Soviet Union	Swimming at the 1980 Summer Olympics - Men's 100 metre breaststroke	Silver medal	Arsen Miskarov	1980 Summer Olympics
	/m/07nnspp	South Africa	Boxing at the 1948 Summer Olympics - Light Heavyweight	Gold medal	George Hunter	1948 Summer Olympics
	/m/07nngd_	United States of America	Athletics at the 1904 Summer Olympics - Men's 60 metres	Silver medal	William Hogenson	1904 Summer Olympics
	/m/082j8l_	Germany	Judo at the 1996 Summer Olympics - Men's Middleweight (86kg)	Bronze medal	Marko Spittka	1996 Summer Olympics
	/m/07yj6th	German Democratic Republic	Canoeing at the 1976 Summer Olympics - Men's K-1 500 metres	Bronze medal	Rüdiger Helm	1976 Summer Olympics
	/m/07zjbr5	United States of America	Athletics at the 1996 Summer Olympics – Women's 100 metres	Bronze medal	Gwen Torrence	1996 Summer Olympics
	/m/07ylfh5	Unified Team	Wrestling at the 1992 Summer Olympics - Men's freestyle Middleweight	Silver medal	Elmadi Jabrailov	1992 Summer Olympics
	/m/07sgjrv	Norway	Alpine Skiing at the 1998 Winter Olympics - Men's Combined	Silver medal	Lasse Kjus	1998 Winter Olympics
	/m/07sgk21	United States of America	Freestyle Skiing at the 1998 Winter Olympics - Women's Aerials	Gold medal	Nikki Stone	1998 Winter Olympics
	/m/07rcz40	Austria	Cross-country Skiing at the 2006 Winter Olympics – Men's 50km Freestyle	Bronze medal	Mikhail Botvinov	2006 Winter Olympics
	/m/07nvcjr	United Kingdom	Athletics at the 1980 Summer Olympics - Men's 800 metres	Silver medal	Sebastian Coe, Baron Coe	1980 Summer Olympics
	/m/07yjfy1	Yugoslavia	Boxing at the 1976 Summer Olympics - Lightweight	Bronze medal	Ace Rusevski	1976 Summer Olympics
	/m/07nhv62	Italy	Equestrian at the 1956 Summer Olympics - Jumping, Individual	Silver medal	Raimondo D'Inzeo	1956 Summer Olympics
	/m/07nd00x	Japan	Swimming at the 1936 Summer Olympics - Women's 200 metre breaststroke	Gold medal	Hideko Maehata	1936 Summer Olympics
	/m/07vd3gq	Italy	Cross-Country Skiing at the 1992 Winter Olympics - Men's 50km freestyle	Silver medal	Maurilio De Zolt	1992 Winter Olympics
	/m/07shz4b	Austria	Alpine Skiing at the 1964 Winter Olympics - Men's Slalom	Gold medal	Josef Stiegler	1964 Winter Olympics
	/m/07n7bmy	Soviet Union	Shooting at the 1956 Summer Olympics - Men's 300 metre rifle, three positions	Silver medal	Allan Erdman	1956 Summer Olympics
	/m/07nnq9c	Finland	Wrestling at the 1956 Summer Olympics - Men's Freestyle Featherweight	Bronze medal	Erkki Penttilä	1956 Summer Olympics
	/m/07yjfs5	Canada	Swimming at the 1976 Summer Olympics - Women's 400 metre Individual Medley	Silver medal	Cheryl Gibson	1976 Summer Olympics
	/m/07yj6_v	German Democratic Republic	Swimming at the 1976 Summer Olympics - Women's 200 metre backstroke	Silver medal	Birgit Treiber	1976 Summer Olympics
	/m/07ngp0y	Switzerland	Wrestling at the 1928 Summer Olympics - Men's Freestyle Middleweight	Gold medal	Ernst Kyburz	1928 Summer Olympics
	/m/07t7gw9	Slovenia	Alpine Skiing at the 1994 Winter Olympics - Women's Slalom	Bronze medal	Katja Koren	1994 Winter Olympics
	/m/07v5dr6	United States of America	Athletics at the 1952 Summer Olympics - Men's 400 metre hurdles	Gold medal	Charles Moore	1952 Summer Olympics
	/m/07yljkx	United States of America	Wrestling at the 1992 Summer Olympics - Men's freestyle Flyweight	Silver medal	Zeke Jones	1992 Summer Olympics
	/m/07v5f2t	United States of America	Swimming at the 1952 Summer Olympics - Men's 1500 metre freestyle	Gold medal	Ford Konno	1952 Summer Olympics
	/m/07txh8q	Finland	Wrestling at the 1984 Summer Olympics - Men's Greco-Roman Welterweight	Gold medal	Jouko Salomäki	1984 Summer Olympics
	/m/07tf_w2	Norway	Alpine Skiing at the 1992 Winter Olympics - Men's Super-G	Bronze medal	Jan Einar Thorsen	1992 Winter Olympics
	/m/07v5f74	United States of America	Weightlifting at the 1952 Summer Olympics - Men's Middleweight 67.5-75 kg	Gold medal	Peter George	1952 Summer Olympics
	/m/07ngnzq	Switzerland	Gymnastics at the 1928 Summer Olympics - Men's parallel bars	Bronze medal	Hermann Hänggi	1928 Summer Olympics
	/m/07zj76f	Latvia	Cycling at the 1992 Summer Olympics - Men's individual road race	Bronze medal	Dainis Ozols	1992 Summer Olympics
	/m/07nwqxs	United States of America	Wrestling at the 2008 Summer Olympics - Men's Freestyle Bantamweight	Gold medal	Henry Cejudo	2008 Summer Olympics
	/m/07vd3l1	France	Alpine Skiing at the 1992 Winter Olympics - Women's Combined	Bronze medal	Florence Masnada	1992 Winter Olympics
	/m/07npjtj	United States of America	Cycling at the 1904 Summer Olympics - 25 miles	Gold medal	Burton Downing	1904 Summer Olympics
	/m/07ngnny	Netherlands	Cycling at the 1928 Summer Olympics - Men's Sprint	Silver medal	Antoine Mazairac	1928 Summer Olympics
	/m/07txh75	Sweden	Wrestling at the 1984 Summer Olympics - Men's Greco-Roman Light Heavyweight	Bronze medal	Frank Andersson	1984 Summer Olympics
	/m/07n8krn	France	Canoeing at the 1948 Summer Olympics - Men's K-1 1000 metres	Bronze medal	Henri Eberhardt	1948 Summer Olympics
	/m/07nnpxl	United Kingdom	Boxing at the 1956 Summer Olympics - Featherweight	Silver medal	Thomas Nicholls	1956 Summer Olympics
	/m/07th9wd	Canada	Figure Skating at the 1988 Winter Olympics - Men's Singles	Silver medal	Brian Orser	1988 Winter Olympics
	/m/07t63zf	Russia	Speed Skating at the 1994 Winter Olympics – Women’s 3000m	Gold medal	Svetlana Bazhanova	1994 Winter Olympics
	/m/07wnst9	West Germany	Weightlifting at the 1988 Summer Olympics - Men's Super Heavyweight +110 kg	Bronze medal	Martin Zawieja	1988 Summer Olympics
	/m/07r8kby	Norway	Speed Skating at the 1956 Winter Olympics - Men's 500m	Bronze medal	Alv Gjestvang	1956 Winter Olympics
	/m/07rpp38	United States of America	Snowboarding at the 2002 Winter Olympics – Men's parallel giant slalom	Bronze medal	Chris Klug	2002 Winter Olympics
	/m/07nhwyj	Soviet Union	Athletics at the 1980 Summer Olympics - Men's hammer throw	Bronze medal	Jüri Tamm	1980 Summer Olympics
	/m/07z0k99	Romania	Wrestling at the 1992 Summer Olympics - Men's Greco-Roman Super Heavyweight	Bronze medal	Ioan Grigoras	1992 Summer Olympics
	/m/07thktd	West Germany	Alpine Skiing at the 1980 Winter Olympics - Women's Slalom	Silver medal	Christa Kinshofer Guethlein	1980 Winter Olympics
	/m/07ygp15	Soviet Union	Fencing at the 1976 Summer Olympics - Men's Foil, Individual	Silver medal	Alexandr Romankov	1976 Summer Olympics
	/m/07npjp0	United States of America	Boxing at the 1904 Summer Olympics - Lightweight	Bronze medal	Russell van Horn	1904 Summer Olympics
	/m/07thd9f	United States of America	Alpine Skiing at the 1980 Winter Olympics - Men's Slalom	Silver medal	Phil Mahre	1980 Winter Olympics
	/m/07yy581	Hungary	Modern Pentathlon at the 1992 Summer Olympics - Men's Individual	Silver medal	Attila Mizsér	1992 Summer Olympics
	/m/07nncyg	France	Equestrian at the 1900 Summer Olympics - Long jump	Bronze medal	Pierre de Bellegarde	1900 Summer Olympics
	/m/07npj59	United States of America	Cycling at the 1904 Summer Olympics - 1/4 mile	Gold medal	Marcus Hurley	1904 Summer Olympics
	/m/07mkfjs	German Democratic Republic	Wrestling at the 1968 Summer Olympics - Men's Greco-Roman Welterweight	Gold medal	Rudolf Vesper	1968 Summer Olympics
	/m/07npg2y	United States of America	Athletics at the 1900 Summer Olympics - Men's standing triple jump	Silver medal	Irving Baxter	1900 Summer Olympics
	/m/07w3yfb	Japan	Swimming at the 1932 Summer Olympics - Men's 100 metre backstroke	Silver medal	Toshio Irie	1932 Summer Olympics
	/m/07yglsz	South Korea	Boxing at the 1968 Summer Olympics -  Bantamweight	Bronze medal	Sun-Gil Chang	1968 Summer Olympics
	/m/07vd3pk	Japan	Speed Skating at the 1992 Winter Olympics - Women's 1500m	Bronze medal	Seiko Hashimoto	1992 Winter Olympics
	/m/07tljm2	Czechoslovakia	Cross Country Skiing at the 1972 Winter Olympics - Women's 5km	Bronze medal	Helena Šikolová	1972 Winter Olympics
	/m/07n7b3c	Soviet Union	Athletics at the 1956 Summer Olympics - Men's 20 km walk	Silver medal	Antanas Mikenas	1956 Summer Olympics
	/m/07ylf1x	Unified Team	Gymnastics at the 1992 Summer Olympics – Men's pommel horse	Gold medal	Vitaly Scherbo	1992 Summer Olympics
	/m/07nnp7y	Sweden	Athletics at the 1960 Summer Olympics - Men's 50km Walk	Silver medal	John Ljunggren	1960 Summer Olympics
	/m/07ngsrj	Switzerland	Cycling at the 1936 Summer Olympics - Men's individual road race	Bronze medal	Ernst Nievergelt	1936 Summer Olympics
	/m/07ygjzb	Denmark	Wrestling at the 1932 Summer Olympics - Men's Greco-Roman Lightweight	Silver medal	Abraham Kurland	1932 Summer Olympics
	/m/07nnmqr	Denmark	Shooting at the 1912 Summer Olympics - Men's 300 metre rifle, three positions	Silver medal	Lars Jørgen Madsen	1912 Summer Olympics
	/m/07zjbx1	United States of America	Boxing at the 1996 Summer Olympics – Featherweight	Bronze medal	Floyd Mayweather Jr.	1996 Summer Olympics
	/m/062_glm	Russia	Volleyball at the 2000 Summer Olympics - Men's volleyball	Silver medal	Alexei Kazakov,Ilya Savelyev,Valery Goryouchev,Vadim Khamuttskikh,Konstantin Ushakov,Igor Choulepov,Roman Yakovlev,Sergey Tetyukhin,Aleksandr Gerasimov,Rouslan Olikhver,Aleksey Kuleshov,Yevgueni Mitkov	2000 Summer Olympics
	/m/065qpsv	France	Biathlon at the 2006 Winter Olympics – Men's pursuit	Gold medal	Vincent Defrasne	2006 Winter Olympics
	/m/064dz46	South Korea	Volleyball at the 1988 Summer Olympics - Women's volleyball			1988 Summer Olympics
	/m/0653mjn	Germany	Speed Skating at the 2002 Winter Olympics – Women’s 3000m	Gold medal	Claudia Pechstein	2002 Winter Olympics
	/m/05ym1j8		Athletics at the 2004 Summer Olympics - Women's 1,500 metres		Rosa Saul	2004 Summer Olympics
	/m/05ym1p4		Weightlifting at the 2008 Summer Olympics - Men's Bantamweight -56 kg		Igor Grabucea	2008 Summer Olympics
	/m/05ym1v0		Weightlifting at the 2008 Summer Olympics - Men's Bantamweight -56 kg		Yasunobu Sekikawa	2008 Summer Olympics
	/m/05ym1wl		Taekwondo at the 2008 Summer Olympics - Men's 58 kg		Jean Moloise	2008 Summer Olympics
	/m/063967y	Netherlands	Volleyball at the 1996 Summer Olympics - Men's volleyball	Gold medal	Jan Posthuma,Guido Görtzen,Peter Blangé,Mike van de Goor,Richard Schuil,Bas van de Goor,Henk-Jan Held,Brecht Rodenburg,Rob Grabert,Olof van der Meulen,Ron Zwerver,Misha Latuhihin	1996 Summer Olympics
	/m/0649ky3	Austria	Alpine Skiing at the 2006 Winter Olympics - Men's Super-G	Silver medal	Hermann Maier	2006 Winter Olympics
	/m/06506sc	Canada	Speed skating at the 2006 Winter Olympics - Men's team pursuit	Silver medal	Steven Elm	2006 Winter Olympics
	/m/064dmqd	Japan	Volleyball at the 1992 Summer Olympics - Women's volleyball		Mika Yamauchi,Kumi Nakada,Tomoko Yoshihara,Kazumi Nakamura,Kiyoko Fukuda,Chieko Nakanishi,Yukiko Takahashi,Michiyo Ishihake,Asako Tajimi,Ichiko Sato,Ikuyo Namura,Motoko Obayashi	1992 Summer Olympics
	/m/05ym1zj		Taekwondo at the 2008 Summer Olympics - Men's 58 kg		Pedro Póvoa	2008 Summer Olympics
	/m/07cn3qg	Soviet Union	Cycling at the 1988 Summer Olympics - Men's points race	Bronze medal	Marat Ganeyev	1988 Summer Olympics
	/m/07kzxwt	Finland	Gymnastics at the 1964 Summer Olympics - Men's Vault	Bronze medal	Hannu Juhani Rantakari	1964 Summer Olympics
	/m/07ncr1y	Hungary	Shooting at the 1948 Summer Olympics - Men's 25 metre rapid fire pistol	Gold medal	Károly Takács	1948 Summer Olympics
	/m/07bt_yc	France	Judo at the 2000 Summer Olympics - Men's 100 kg	Bronze medal	Stéphane Traineau	2000 Summer Olympics
	/m/07n8kxg	Italy	Boxing at the 1948 Summer Olympics - Welterweight	Bronze medal	Alessandro D'Ottavio	1948 Summer Olympics
	/m/07705jl	United States of America	Shooting at the 2004 Summer Olympics - Men's 50 metre rifle, prone	Gold medal	Matthew Emmons	2004 Summer Olympics
	/m/0770293	Russia	Shooting at the 2004 Summer Olympics - Men's 25 metre rapid fire pistol	Bronze medal	Sergei Alifirenko	2004 Summer Olympics
	/m/07msl66	Soviet Union	Gymnastics at the 1960 Summer Olympics - Men's artistic individual all-around	Gold medal	Boris Shakhlin	1960 Summer Olympics
	/m/07ndst4	France	Athletics at the 1928 Summer Olympics - Men's Marathon	Gold medal	Boughera El Ouafi	1928 Summer Olympics
	/m/07nn8ym	Soviet Union	Weightlifting at the 1980 Summer Olympics - Men's Flyweight -52 kg	Gold medal	Kanybek Osmonaliev	1980 Summer Olympics
	/m/07nnqbc	France	Boxing at the 1956 Summer Olympics - Middleweight	Bronze medal	Gilbert Chapron	1956 Summer Olympics
	/m/07hs06g	United States of America	Swimming at the 1968 Summer Olympics – Men's 200 metre butterfly	Bronze medal	John Ferris	1968 Summer Olympics
	/m/07ky2ps	Hungary	Swimming at the 1972 Summer Olympics - Women's 100 metre backstroke	Silver medal	Andrea Gyarmati	1972 Summer Olympics
	/m/07l91c5	Slovenia	Cycling at the 2004 Summer Olympics - Men's individual road race		Andrej Hauptman	2004 Summer Olympics
	/m/07mf8b7	Bulgaria	Weightlifting at the 1972 Summer Olympics -Men's Middleweight 67.5-75 kg	Gold medal	Yordan Bikov	1972 Summer Olympics
	/m/07nx98_	Switzerland	Wrestling at the 1920 Summer Olympics - Men's Freestyle Heavyweight	Gold medal	Robert Roth	1920 Summer Olympics
	/m/07mf8fq	Poland	Athletics at the 1972 Summer Olympics - Shot Put Men	Gold medal	Władysław Komar	1972 Summer Olympics
	/m/07gq1mj	Soviet Union	Judo at the 1964 Summer Olympics - Heavyweight	Bronze medal	Parnaos Chikviladze	1964 Summer Olympics
	/m/07nxj85	Norway	Speed Skating at the 1924 Winter Olympics - Men's 1500m	Silver medal	Roald Larsen	1924 Winter Olympics
	/m/07ny111	United Kingdom	Figure skating at the 1924 Winter Olympics - Women's Singles	Bronze medal	Ethel Muckelt	1924 Winter Olympics
	/m/07kktkn	Czechoslovakia	Athletics at the 1964 Summer Olympics - Men's discus throw	Silver medal	Ludvík Daněk	1964 Summer Olympics
	/m/07n6s2q	Lebanon	Weightlifting at the 1972 Summer Olympics -Men's Middleweight 67.5-75 kg	Silver medal	Mohamed Tarabulsi	1972 Summer Olympics
	/m/07hvng4	United States of America	Swimming at the 1964 Summer Olympics – Men's 400 metre individual medley	Gold medal	Richard Roth	1964 Summer Olympics
	/m/07njw0r	United Kingdom	Athletics at the 1920 Summer Olympics - Men's 400 metres	Silver medal	Guy Butler	1920 Summer Olympics
	/m/07bw0yw	China	Diving at the 2000 Summer Olympics - Women's 3 metre springboard	Silver medal	Guo Jingjing	2000 Summer Olympics
	/m/07bw108	China	Judo at the 2000 Summer Olympics - Women's 52 kg	Bronze medal	Liu Yuxiang	2000 Summer Olympics
	/m/06twz_s	Poland	Ski jumping at the 2002 Winter Olympics - Normal Hill	Bronze medal	Adam Małysz	2002 Winter Olympics
	/m/07cn3hm	Soviet Union	Athletics at the 1988 Summer Olympics - Women's 1500 metres	Bronze medal	Tatyana Samolenko	1988 Summer Olympics
	/m/07ngns6	United Kingdom	Athletics at the 1928 Summer Olympics – Men's 800 metres	Gold medal	Douglas Lowe	1928 Summer Olympics
	/m/07ft9sd	Canada	Wrestling at the 2000 Summer Olympics - Men's Freestyle Lightweight	Gold medal	Daniel Igali	2000 Summer Olympics
	/m/07j4t4b	France	Fencing at the 1984 Summer Olympics - Men's Épée, Individual	Gold medal	Philippe Boisse	1984 Summer Olympics
	/m/07n7pqc	United States of America	Athletics at the 1960 Summer Olympics - Men's shot put	Gold medal	Bill Nieder	1960 Summer Olympics
	/m/07n93h6	United States of America	Athletics at the 1956 Summer Olympics - Men's 400 metre hurdles	Gold medal	Glenn Ashby Davis	1956 Summer Olympics
	/m/07m47dj	Turkey	Wrestling at the 1984 Summer Olympics - Men's freestyle Super Heavyweight	Bronze medal	Ayhan Taskin	1984 Summer Olympics
	/m/07hvnj2	United States of America	Swimming at the 1964 Summer Olympics – Women's 100 metre butterfly	Bronze medal	Kathleen Ellis	1964 Summer Olympics
	/m/07nvcgq	Romania	Rowing at the 1980 Summer Olympics - Women's Single Sculls	Gold medal	Sanda Toma	1980 Summer Olympics
	/m/07n9zpb	United States of America	Athletics at the 1912 Summer Olympics - Men's 800 metres	Bronze medal	Ira Davenport	1912 Summer Olympics
	/m/07bw164	China	Table Tennis at the 2000 Summer Olympics Women's Singles	Silver medal	Li Ju	2000 Summer Olympics
	/m/07nndqs	France	Archery at the 1900 Summer Olympics - Sur la Perche à la Pyramide	Silver medal	Auguste Serrurier	1900 Summer Olympics
	/m/07csnj5	Soviet Union	Swimming at the 1988 Summer Olympics - Men's 50 metre freestyle	Bronze medal	Gennadiy Prigoda	1988 Summer Olympics
	/m/078y2ly	Sweden	Athletics at the 2004 Summer Olympics - Men's High Jump	Gold medal	Stefan Holm	2004 Summer Olympics
	/m/07k0mqg	German Democratic Republic	Shooting at the 1988 Summer Olympics - Skeet	Gold medal	Axel Wegner	1988 Summer Olympics
	/m/07njls6	United States of America	Diving at the 1924 Summer Olympics - Women's 3 metre springboard	Bronze medal	Caroline Fletcher	1924 Summer Olympics
	/m/07bxd68	Japan	Judo at the 2000 Summer Olympics - Men's Half Middleweight (81 kg)	Gold medal	Makoto Takimoto	2000 Summer Olympics
	/m/07fb_qn	New Zealand	Sailing at the 2000 Summer Olympics - Women's Sailboard	Bronze medal	Barbara Kendall	2000 Summer Olympics
	/m/07gl9tj	United States of America	Athletics at the 1972 Summer Olympics - Men's Long Jump	Gold medal	Randy Williams	1972 Summer Olympics
	/m/07b0ssy	France	Boxing at the 2004 Summer Olympics - Flyweight	Silver medal	Jérôme Thomas	2004 Summer Olympics
	/m/07dtnns	Soviet Union	Shooting at the 1972 Summer Olympics - Men's  50 metre running target	Gold medal	Yakov Zheleznyak	1972 Summer Olympics
	/m/06vyxl_	Japan	Ski jumping at the 1998 Winter Olympics - Normal Hill	Silver medal	Kazuyoshi Funaki	1998 Winter Olympics
	/m/07njlqt	United States of America	Diving at the 1924 Summer Olympics - Men's 3 metre springboard	Gold medal	Albert White	1924 Summer Olympics
	/m/07d0hbf	United States of America	Swimming at the 1984 Summer Olympics - Women's 800 metre freestyle	Gold medal	Tiffany Cohen	1984 Summer Olympics
	/m/07b016d	Germany	Boxing at the 2004 Summer Olympics - Flyweight	Bronze medal	Rustamhodza Rahimov	2004 Summer Olympics
	/m/078y2xq	Egypt	Boxing at the 2004 Summer Olympics - Super Heavyweight	Silver medal	Mohamed Aly	2004 Summer Olympics
	/m/07npg76	Cuba	Fencing at the 1900 Summer Olympics - Men's amateurs-masters épée	Silver medal	Ramón Fonst	1900 Summer Olympics
	/m/07nnfqh	United States of America	Athletics at the 1904 Summer Olympics - Men's pole vault	Bronze medal	Louis Wilkins	1904 Summer Olympics
	/m/07dtnm7	Soviet Union	Shooting at the 1972 Summer Olympics - Men's Skeet	Silver medal	Yevgeni Petrov	1972 Summer Olympics
	/m/07dtmvd	Soviet Union	Gymnastics at the 1972 Summer Olympics – Men's rings	Silver medal	Mikhail Voronin	1972 Summer Olympics
	/m/07kzy41	Nigeria	Boxing at the 1964 Summer Olympics - Light middleweight	Bronze medal	Nojim Maiyegun	1964 Summer Olympics
