	/m/07nb567	United States of America	Athletics at the 1920 Summer Olympics - Men's 100 metres	Gold medal	Charlie Paddock	1920 Summer Olympics
	/m/07n9znk	United States of America	Athletics at the 1912 Summer Olympics - Men's 400 metres	Bronze medal	Edward Lindberg	1912 Summer Olympics
	/m/06v2blx	Austria	Ski jumping at the 2006 Winter Olympics - Large Hill	Silver medal	Andreas Kofler	2006 Winter Olympics
	/m/07n9z9p	Sweden	Athletics at the 1912 Summer Olympics - Men's javelin throw	Gold medal	Eric Lemming	1912 Summer Olympics
	/m/06zg0h4	United States of America	Ice hockey at the 2006 Winter Olympics – Women’s Team	Bronze medal	Julie Chu	2006 Winter Olympics
	/m/07705ks	United States of America	Swimming at the 2004 Summer Olympics - Men's 200 metre freestyle	Bronze medal	Michael Phelps	2004 Summer Olympics
	/m/07nht3b	Australia	Swimming at the 1956 Summer Olympics – Women's 400 metre freestyle	Gold medal	Lorraine Crapp	1956 Summer Olympics
	/m/07nhv48	Australia	Swimming at the 1956 Summer Olympics – Women's 100 metre freestyle	Silver medal	Lorraine Crapp	1956 Summer Olympics
	/m/07n93vq	United States of America	Weightlifting at the 1956 Summer Olympics - Men's Light Heavyweight 75-82.5 kg	Gold medal	Tommy Kono	1956 Summer Olympics
	/m/07mhmh0	West Germany	Swimming at the 1968 Summer Olympics – Men's 400 metre individual medley	Bronze medal	Michael Holthaus	1968 Summer Olympics
	/m/07cn399	Soviet Union	Archery at the 1988 Summer Olympics - Men's individual	Bronze medal	Vladimir Yesheyev	1988 Summer Olympics
	/m/07cn3q2	Soviet Union	Cycling at the 1988 Summer Olympics - Men's Individual Pursuit	Gold medal	Gintautas Umaras	1988 Summer Olympics
	/m/07bw1gv	Australia	Swimming at the 2000 Summer Olympics - Men's 400 metre freestyle	Gold medal	Ian Thorpe	2000 Summer Olympics
	/m/07npt3c	Bulgaria	Wrestling at the 1980 Summer Olympics - Men's Freestyle Featherweight	Silver medal	Mikho Doukov	1980 Summer Olympics
	/m/07cn46c	Soviet Union	Shooting at the 1988 Summer Olympics - Men's 50 metre rifle, three positions	Bronze medal	Kirill Ivanov	1988 Summer Olympics
	/m/07mhmb4	Hungary	Wrestling at the 1968 Summer Olympics - Men's Greco-Roman Heavyweight	Gold medal	István Kozma	1968 Summer Olympics
	/m/07nnp_c	Japan	Gymnastics at the 1956 Summer Olympics - Men's artistic individual all-around	Silver medal	Takashi Ono	1956 Summer Olympics
	/m/07nhx2k	Soviet Union	Athletics at the 1980 Summer Olympics - Women's Discus Throw	Bronze medal	Tatyana Lesovaya	1980 Summer Olympics
	/m/07705m5	United States of America	Swimming at the 2004 Summer Olympics - Men's 100 metre breaststroke	Silver medal	Brendan Hansen	2004 Summer Olympics
	/m/07njvw_	Sweden	Shooting at the 1920 Summer Olympics - Men's 600 metre military rifle, prone	Gold medal	Hugo Johansson	1920 Summer Olympics
	/m/07ntj6k	United Kingdom	Tennis at the 1900 Summer Olympics - Men's Singles	Gold medal	Lawrence Doherty	1900 Summer Olympics
	/m/07ft9qm	Canada	Diving at the 2000 Summer Olympics - Women's 10 metre platform	Bronze medal	Anne Montminy	2000 Summer Olympics
	/m/07702dy	Russia	Weightlifting at the 2004 Summer Olympics - Men's Heavyweight 94 - 105 kg	Bronze medal	Gleb Pisarevskiy	2004 Summer Olympics
	/m/079rn1r	United States of America	Swimming at the 2000 Summer Olympics - Women's 400 metre freestyle	Gold medal	Brooke Bennett	2000 Summer Olympics
	/m/07m47km	Iceland	Judo at the 1984 Summer Olympics - Men's Half Heavyweight (95kg)	Bronze medal	Bjarni Friðriksson	1984 Summer Olympics
	/m/07mvky9	United States of America	Swimming at the 1948 Summer Olympics - Men's 200 metre breaststroke	Silver medal	Keith Eyre Carter	1948 Summer Olympics
	/m/07nvtgg	Austria	Swimming at the 1904 Summer Olympics - Men's 440 yard freestyle	Bronze medal	Otto Wahle	1904 Summer Olympics
	/m/07m47j1	Côte d’Ivoire	Athletics at the 1984 Summer Olympics - Men's 400 metres	Silver medal	Gabriel Tiacoh	1984 Summer Olympics
	/m/07mslvn	Soviet Union	Wrestling at the 1960 Summer Olympics - Men's Freestyle Featherweight	Bronze medal	Vladimir Rubashvili	1960 Summer Olympics
	/m/064cmlz	Japan	Volleyball at the 2000 Summer Olympics - Women's beach volleyball		Rii Seike,Yuki Ishizaka	2000 Summer Olympics
	/m/05ym2f5		Athletics at the 2008 Summer Olympics - Men's high jump		Rožle Prezelj	2008 Summer Olympics
	/m/063hw5l	China	Volleyball at the 1996 Summer Olympics - Women's volleyball	Silver medal	Lai Yawen,Liu Xiaoning,Wang Ziling,Zhu Yunying,Li Xan,Wang Lina,Pan Wenli,Yong-Mei Cui,Sun Yue,Qi He,Wang Yi,Wu Yongmei	1996 Summer Olympics
	/m/05ym28r		Gymnastics at the 2008 Summer Olympics - Men's Horizontal Bar		Hiroyuki Tomita	2008 Summer Olympics
	/m/05ym2ds		Athletics at the 2008 Summer Olympics - Men's high jump		Tom Parsons	2008 Summer Olympics
	/m/065w_32	Norway	Biathlon at the 1998 Winter Olympics - Men's 4 x 7.5 km relay	Silver medal	Egil Gjelland,Ole Einar Bjørndalen,Halvard Hanevold,Dag Bjørndalen	1998 Winter Olympics
	/m/063xwmg	Brazil	Volleyball at the 2000 Summer Olympics - Men's volleyball		Nalbert Betancourt,Giba,Alexandre Samuel,Dante Amaral,Maurício Lima,Gustavo Endres,Max Pereira,Douglas Chiarotti,Marcelo Elgarten,Giovane Gavio,Gilmar Teixeira,André Heller	2000 Summer Olympics
	/m/05t112l	United States of America	Swimming at the 2000 Summer Olympics - Women's 4x100 metre freestyle relay	Gold medal	Dara Torres,Amy Van Dyken,Courtney Shealy,Jenny Thompson	2000 Summer Olympics
	/m/063y675	Germany	Volleyball at the 2008 Summer Olympics - Men's beach volleyball		Julius Brink,Christoph Dieckmann	2008 Summer Olympics
	/m/064dzgp	Japan	Volleyball at the 1996 Summer Olympics - Men's beach volleyball		Shoji Setoyama,Kazuyuki Takao	1996 Summer Olympics
	/m/062sk16	Spain	Volleyball at the 2004 Summer Olympics - Men's Beach Volleyball	Silver medal	Javier Bosma,Pablo Herrera	2004 Summer Olympics
	/m/065rdy8	Sweden	Cross-country skiing at the 2006 Winter Olympics - 4 x 10 Km relay	Bronze medal	Anders Södergren,Johan Olsson,Mats Larsson,Mathias Fredriksson	2006 Winter Olympics
	/m/062_lxx	Russia	Volleyball at the 2000 Summer Olympics - Women's volleyball	Silver medal	Elizaveta Tichtchenko,Natalya Morozova,Evgenya Artamonova,Inessa Korkmaz,Elena Tyurina,Elena Godina,Olga Potachova,Lioubov Chachkova,Tatyana Gratcheva,Anastassia Belikova,Elena Vassilevskaya,Ekaterina Gamova	2000 Summer Olympics
	/m/064530x	Brazil	Volleyball at the 2004 Summer Olympics - Men's Beach Volleyball		Benjamin Insfran,Marcio Araujo	2004 Summer Olympics
	/m/04h65jc	China	Gymnastics at the 2008 Summer Olympics - Men's pommel horse	Gold medal	Xiao Qin	2008 Summer Olympics
	/m/04g6dvq	United States of America	Swimming at the 2008 Summer Olympics - Men's 4 x 100 metre medley relay	Gold medal	Aaron Peirsol,Brendan Hansen,Michael Phelps,Ian Crocker,Mark Gangloff,Garrett Weber-Gale,Jason Lezak,Matt Grevers	2008 Summer Olympics
	/m/04hb99d	Latvia	Weightlifting at the 2008 Summer Olympics - Men's Super Heavyweight +105 kg	Bronze medal	Viktors Ščerbatihs	2008 Summer Olympics
	/m/0khn3hw	Great Britain	Athletics at the 2012 Summer Olympics – Women's heptathlon	Gold medal	Jessica Ennis	2012 Summer Olympics
	/m/0kfqg83	Hungary	Swimming at the 2012 Summer Olympics – Men's 200 metre breaststroke	Gold medal	Dániel Gyurta	2012 Summer Olympics
	/m/04dq10w	Canada	Diving at the 2000 Summer Olympics - Women's synchronized 10 metre platform	Silver medal	Émilie Heymans,Anne Montminy	2000 Summer Olympics
	/m/04hb9x4	Russia	Athletics at the 2008 Summer Olympics - Men's high jump	Gold medal	Andrey Silnov	2008 Summer Olympics
	/m/04gc29j	Netherlands	Judo at the 2008 Summer Olympics - Women's 57 kg	Silver medal	Deborah Gravenstijn	2008 Summer Olympics
	/m/04gcs8b	Croatia	Swimming at the 2004 Summer Olympics - Men's 50 metre freestyle	Silver medal	Duje Draganja	2004 Summer Olympics
	/m/04dxfc8	United States of America	Snowboarding at the 1998 Winter Olympics - Men's Halfpipe	Bronze medal	Ross Powers	1998 Winter Olympics
	/m/04dq0xz	China	Diving at the 1996 Summer Olympics - Women's 10 metre platform	Gold medal	Fu Mingxia	1996 Summer Olympics
	/m/04hb37b	Canada	Triathlon at the 2008 Summer Olympics - Men's Triathlon	Silver medal	Simon Whitfield	2008 Summer Olympics
	/m/04h64hs	Netherlands	Cycling at the 2008 Summer Olympics - Women's Points Race	Gold medal	Marianne Vos	2008 Summer Olympics
	/m/0gz6p2c	Chile	Cycling at the 1912 Summer Olympics - Men's individual time trial		Arturo Friedemann	1912 Summer Olympics
	/m/0gz6p8_	Hungary	Cycling at the 1912 Summer Olympics - Men's individual time trial		János Henzsel	1912 Summer Olympics
	/m/07rcz3g	Austria	Alpine skiing at the 2006 Winter Olympics - Women's Combined	Silver medal	Marlies Schild	2006 Winter Olympics
	/m/07ygnwf	Soviet Union	Athletics at the 1976 Summer Olympics - Women's 100 metres hurdles	Silver medal	Tatyana Anisimova	1976 Summer Olympics
	/m/07w15_5	Germany	Gymnastics at the 1896 Summer Olympics - Men's Horizontal Bar	Gold medal	Hermann Weingärtner	1896 Summer Olympics
	/m/07tllzs	Switzerland	Figure skating at the 2006 Winter Olympics – Men's singles	Silver medal	Stéphane Lambiel	2006 Winter Olympics
	/m/07n8fz2	United States of America	Athletics at the 1960 Summer Olympics - Men's shot put	Bronze medal	Dallas Long	1960 Summer Olympics
	/m/07w1bkt	China	Taekwondo at the 2008 Summer Olympics - Women's 49 kg	Gold medal	Wu Jingyu	2008 Summer Olympics
	/m/07n8k8p	Sweden	Athletics at the 1948 Summer Olympics – Men's 10000 metres	Bronze medal	Bertil Albertsson	1948 Summer Olympics
	/m/07w1d9l	Russia	Archery at the 2008 Summer Olympics - Men's individual	Bronze medal	Bair Badënov	2008 Summer Olympics
	/m/07w1lxq	Australia	Shooting at the 2008 Summer Olympics - Men's 50 metre rifle, prone	Bronze medal	Warren Potent	2008 Summer Olympics
	/m/07n8kf3	Sweden	Equestrian at the 1948 Summer Olympics - Individual Eventing	Bronze medal	Robert Selfelt	1948 Summer Olympics
	/m/07n7pzx	United States of America	Swimming at the 1960 Summer Olympics – Men's 200 metre breaststroke	Gold medal	William Mulliken	1960 Summer Olympics
	/m/07th489	United States of America	Alpine Skiing at the 1984 Winter Olympics - Women's Giant Slalom	Silver medal	Christin Cooper	1984 Winter Olympics
	/m/07th4ht	Norway	Nordic Combined at the 1984 Winter Olympics - Individual	Gold medal	Tom Sandberg	1984 Winter Olympics
	/m/07v_qnq	United States of America	Swimming at the 1932 Summer Olympics - Men's 400 metre freestyle	Gold medal	Buster Crabbe	1932 Summer Olympics
	/m/07v6g3s	France	Alpine skiing at the 2002 Winter Olympics – Women's downhill	Gold medal	Carole Montillet	2002 Winter Olympics
	/m/07txh0p	Netherlands	Swimming at the 1984 Summer Olympics - Women's 100 metre freestyle	Bronze medal	Annemarie Verstappen	1984 Summer Olympics
	/m/07txgz5	Finland	Rowing at the 1984 Summer Olympics - Men's Single Sculls	Gold medal	Pertti Karppinen	1984 Summer Olympics
	/m/08n32fx	United States of America	Athletics at the 1908 Summer Olympics - Men's Greek discus	Silver medal	Marquis Horr	1908 Summer Olympics
	/m/07tg1hy	Norway	Speed Skating at the 1992 Winter Olympics - Men's 1500m	Silver medal	Ådne Søndrål	1992 Winter Olympics
	/m/07vd3kh	United States of America	Speed Skating at the 1992 Winter Olympics - Women's 500m	Gold medal	Bonnie Blair	1992 Winter Olympics
	/m/07yglwq	Venezuela	Boxing at the 1968 Summer Olympics - Light Flyweight	Gold medal	Francisco Rodríguez	1968 Summer Olympics
	/m/07vcy6z	Soviet Union	Shooting at the 1952 Summer Olympics - Men's 300 metre rifle, three positions	Bronze medal	Lev Vainshtein	1952 Summer Olympics
	/m/07thkzx	United States of America	Speed Skating at the 1980 Winter Olympics - Women's 3000m	Bronze medal	Beth Heiden	1980 Winter Olympics
	/m/07vyvjc	Poland	Boxing at the 1952 Summer Olympics - Lightweight	Silver medal	Aleksy Antkiewicz	1952 Summer Olympics
	/m/07w3_29	Ethiopia	Athletics at the 2008 Summer Olympics - Women's 5000 metres	Gold medal	Tirunesh Dibaba	2008 Summer Olympics
	/m/07w3_g4	Slovenia	Shooting at the 2008 Summer Olympics - Men's 50 metre rifle three positions	Bronze medal	Rajmond Debevec	2008 Summer Olympics
	/m/07nx_xq	Sweden	Figure skating at the 1924 Winter Olympics - Men's singles	Gold medal	Gillis Grafström	1924 Winter Olympics
	/m/07npjb3	United States of America	Gymnastics at the 1904 Summer Olympics - Men's Horizontal Bar	Gold medal	Edward Hennig	1904 Summer Olympics
	/m/07w3yfz	Japan	Swimming at the 1932 Summer Olympics - Men's 200 metre breaststroke	Gold medal	Yoshiyuki Tsuruta	1932 Summer Olympics
	/m/07w3ylv	Hungary	Gymnastics at the 1932 Summer Olympics - Men's Floor Exercises	Gold medal	István Pelle	1932 Summer Olympics
	/m/07nvcbq	Poland	Wrestling at the 1980 Summer Olympics - Men's Greco-Roman Middleweight	Silver medal	Jan Dołgowicz	1980 Summer Olympics
	/m/07sgjpq	Germany	Speed Skating at the 1998 Winter Olympics - Women's 1500m	Silver medal	Gunda Niemann-Stirnemann	1998 Winter Olympics
	/m/07mx9h4	Germany	Athletics at the 1936 Summer Olympics – Men's hammer throw	Gold medal	Karl Hein	1936 Summer Olympics
	/m/07nwl8g	Austria	Shooting at the 1980 Summer Olympics - Men's 25 metre rapid fire pistol	Bronze medal	Gerhard Petritsch	1980 Summer Olympics
	/m/07nwkzn	Czechoslovakia	Wrestling at the 1980 Summer Olympics - Men's Freestyle Heavyweight	Bronze medal	Julius Strnisko	1980 Summer Olympics
	/m/07w4b0r	Spain	Canoeing at the 2008 Summer Olympics - Men's C-1 1000 metres	Silver medal	David Cal	2008 Summer Olympics
	/m/07tm_6z	Austria	Skeleton at the 2002 Winter Olympics - Men's Skeleton	Silver medal	Martin Rettl	2002 Winter Olympics
	/m/07nn8s1	Soviet Union	Shooting at the 1980 Summer Olympics - Trap Shooting	Silver medal	Rustam Yambulatov	1980 Summer Olympics
	/m/07nn8wk	Soviet Union	Swimming at the 1980 Summer Olympics - Men's 200 metre butterfly	Gold medal	Sergey Fesenko, Sr.	1980 Summer Olympics
	/m/07rpnr1	Germany	Biathlon at the 2002 Winter Olympics - Men's 20 km Individual	Silver medal	Frank Luck	2002 Winter Olympics
	/m/07rpnsm	Germany	Luge at the 2002 Winter Olympics – Men's singles	Silver medal	Georg Hackl	2002 Winter Olympics
	/m/07nn92f	Soviet Union	Wrestling at the 1980 Summer Olympics - Men's Greco-Roman 57 kg	Gold medal	Shamil Serikov	1980 Summer Olympics
	/m/07ylj98	United States of America	Sailing at the 1992 Summer Olympics - Women's Europe	Bronze medal	Julia Trotman	1992 Summer Olympics
	/m/07npt2w	Bulgaria	Wrestling at the 1980 Summer Olympics - Men's Greco-Roman Super Heavyweight	Silver medal	Alexander Tomov	1980 Summer Olympics
	/m/07n7bqp	Soviet Union	Weightlifting at the 1956 Summer Olympics - Men's Middleweight 67.5-75 kg	Gold medal	Fyodor Bogdanovsky	1956 Summer Olympics
	/m/07n9zkb	Sweden	Shooting at the 1912 Summer Olympics - Men's 100 metre running deer, double shots	Bronze medal	Oscar Swahn	1912 Summer Olympics
	/m/07yxxnp	China	Gymnastics at the 1992 Summer Olympics – Men's parallel bars	Bronze medal	Linyao Guo	1992 Summer Olympics
	/m/07yxxzh	China	Swimming at the 1992 Summer Olympics - Women's 50 metre freestyle	Gold medal	Wenyi Yang	1992 Summer Olympics
	/m/08dvmf_	Finland	Athletics at the 1972 Summer Olympics - Men's 10000 metres	Gold medal	Lasse Virén	1972 Summer Olympics
	/m/07nb5fg	United States of America	Boxing at the 1920 Summer Olympics - Men's lightweight	Gold medal	Samuel Mosberg	1920 Summer Olympics
	/m/07ntjr8	United Kingdom	Athletics at the 1900 Summer Olympics - Men's 4000 metre steeplechase	Bronze medal	Sidney Robinson	1900 Summer Olympics
	/m/07nnh4d	Finland	Athletics at the 1924 Summer Olympics – Men's 3000 metre steeplechase	Silver medal	Elias Katz	1924 Summer Olympics
	/m/07z06b9	United Kingdom	Judo at the 1992 Summer Olympics - Women's 52 kg	Bronze medal	Sharon Rendle	1992 Summer Olympics
	/m/07z0k2t	Poland	Shooting at the 1992 Summer Olympics - Women's 50 metre rifle, three positions	Bronze medal	Malgorzata Ksiazkiewicz	1992 Summer Olympics
	/m/07n72_s	Romania	Athletics at the 1972 Summer Olympics - Women's Discus Throw	Silver medal	Argentina Menis	1972 Summer Olympics
	/m/07nv7c3	France	Weightlifting at the 1920 Summer Olympics - Men's Heavyweight +82.5 kg	Bronze medal	Louis Bernot	1920 Summer Olympics
	/m/07xvhb8	Switzerland	Alpine Skiing at the 1992 Winter Olympics - Men's Combined	Bronze medal	Steve Locher	1992 Winter Olympics
	/m/07yjfk4	Finland	Athletics at the 1976 Summer Olympics - Men's Javelin Throw	Silver medal	Hannu Siitonen	1976 Summer Olympics
	/m/07yjb8l	Poland	Wrestling at the 1976 Summer Olympics - Men's Greco-Roman Heavyweight	Bronze medal	Andrzej Skrzydlewski	1976 Summer Olympics
	/m/07yjb42	Poland	Modern Pentathlon at the 1976 Summer Olympics - Men's Individual	Gold medal	Janusz Pyciak-Peciak	1976 Summer Olympics
	/m/07vl4fv	Hungary	Shooting at the 1952 Summer Olympics -Men's 25 metre rapid fire pistol	Gold medal	Károly Takács	1952 Summer Olympics
	/m/07yj6rc	German Democratic Republic	Athletics at the 1976 Summer Olympics - Women's Discus Throw	Gold medal	Evelin Schlaak	1976 Summer Olympics
	/m/07mskww	Soviet Union	Boxing at the 1960 Summer Olympics - Flyweight	Silver medal	Sergei Sivko	1960 Summer Olympics
	/m/07t7gjx	United States of America	Alpine Skiing at the 1994 Winter Olympics - Women's Downhill	Silver medal	Picabo Street	1994 Winter Olympics
	/m/07mrn3j	Iceland	Athletics at the 1956 Summer Olympics - Men's triple jump	Silver medal	Vilhjálmur Einarsson	1956 Summer Olympics
	/m/07njvmy	Sweden	Athletics at the 1920 Summer Olympics - Men's long jump	Bronze medal	Erik Abrahamsson	1920 Summer Olympics
	/m/07njlw0	United States of America	Shooting at the 1924 Summer Olympics - Men's 25 metre rapid fire pistol	Gold medal	Henry Bailey	1924 Summer Olympics
	/m/07zvcg2	Yugoslavia	Shooting at the 1996 Summer Olympics - Women's 50 metre rifle three positions	Gold medal	Aleksandra Ivosev	1996 Summer Olympics
	/m/07nvdcz	United States of America	Swimming at the 1904 Summer Olympics - Men's 220 yard freestyle	Gold medal	Charles Daniels	1904 Summer Olympics
	/m/07sgjms	Germany	Biathlon at the 1998 Winter Olympics - Women's 7.5km Sprint	Silver medal	Uschi Disl	1998 Winter Olympics
	/m/07shqq7	Austria	Alpine Skiing at the 1960 Winter Olympics - Men's Giant Slalom	Silver medal	Josef Stiegler	1960 Winter Olympics
