Olympic trap	/m/0b6t4m				/m/0k8p_js,/m/0k8q205,/m/0k8q662
Korfball	/m/04945		1928 Summer Olympics,1920 Summer Olympics		
Boules	/m/0hgv8		1900 Summer Olympics		
Rowing	/m/06f41	1956 Summer Olympics,1988 Summer Olympics,1924 Summer Olympics,1912 Summer Olympics,1928 Summer Olympics,1980 Summer Olympics,1976 Summer Olympics,1904 Summer Olympics,1908 Summer Olympics,1992 Summer Olympics,1972 Summer Olympics,1900 Summer Olympics,2000 Summer Olympics,1960 Summer Olympics,2008 Summer Olympics,1968 Summer Olympics,1952 Summer Olympics,1964 Summer Olympics,1996 Summer Olympics,2004 Summer Olympics,1936 Summer Olympics,2012 Summer Olympics,1984 Summer Olympics,1948 Summer Olympics,1920 Summer Olympics,1932 Summer Olympics		Women's Single Sculls,Men's Eight with coxswain,Women's Pair without coxswain,Men's Lightweight coxless four,Women's Lightweight double sculls,Men's Pairs with coxswain,Men's Double sculls,Men's Single sculls,Men's Quadruple sculls without coxswain,Men's Four without coxswain,Women's Quadruple sculls without coxswain,Men's Coxless pair,Men's Pairs without coxswain,Women's Double sculls,Women's Eight with coxswain,Men's Lightweight double sculls	/m/0kd5fbj,/m/0kfyyv2,/m/0k8pt5q,/m/0k8rkmq,/m/0k8jjpm,/m/0k8kz3r,/m/0k8m7j8,/m/0kgmv65,/m/0kd509g,/m/0k8lf_h,/m/0k8rdt8,/m/0k8n5ys,/m/0k8pl44,/m/0k8ncp4,/m/0k8pscr,/m/0gl6lgr,/m/0k8kh9p,/m/0kd50xb,/m/0k8jrfr,/m/0kd9rqs,/m/0k8jh70,/m/0k8jt3k,/m/0kfyt84,/m/0k8mh4k,/m/0k8jhx_,/m/0k8jnfm,/m/0k8nbqm,/m/0k8pqrc,/m/0k8jrjt,/m/0k8js8g,/m/0k8r5mt,/m/04g58f5,/m/0k8pn3s,/m/0k8mms3,/m/0k8jd_r,/m/0kcfg84,/m/0k8mrwj,/m/0k8rfrl,/m/0k8m0kz,/m/0k8jg83,/m/0k8m6xq,/m/0k8klj_,/m/0k8ndxc,/m/0k8m5qy,/m/0k8r8rf,/m/0k8rhl6,/m/0kd50gp,/m/0kfy7cb,/m/0k8pd9h,/m/0k8km7c,/m/0kch4vb,/m/0kd5c58,/m/0k8p8t7,/m/0k8p6mq,/m/04g58nm,/m/0k8pv1v,/m/0k8mxrc,/m/0k8ksb1,/m/0k8p9_9,/m/0k8p9kv,/m/0gl6lgz,/m/0k8p9dg,/m/0k8mtnf,/m/0k8jgyy,/m/0kd1cd8,/m/0k8mkv5,/m/0k8msm1,/m/0k8l52l,/m/0k8pljw,/m/0k8m3r5,/m/0k8mnz5,/m/0gbv9k_,/m/0gl6lcq,/m/0k8khkn,/m/0kd50cc,/m/0k8s044,/m/0k8ls7_,/m/0k8q6j7,/m/04g592x,/m/0gl6lhw,/m/0k8n0tv,/m/0kcfv23,/m/0gl6lhd,/m/0kd4v5m,/m/0k8lgj4,/m/04f9czz,/m/0k8rxty,/m/0k8n68l,/m/0k8m4mj,/m/0k8kzcv,/m/0k8q9v6,/m/0kjy_cx,/m/0kgh4cg,/m/0k8pfnx,/m/0k8mxm_,/m/0k8pd8y,/m/0k8m07p,/m/0k8lj58,/m/04g59tf,/m/0k8pp0x,/m/0k8rmqf,/m/0k8nv32,/m/0k8lgb5,/m/0gl6lhn,/m/04g585b,/m/0kcfynp,/m/0kc2q7l,/m/0k8rfxm,/m/0kcgtgj,/m/0k8rkp1,/m/0gl6lfz,/m/0k8mpgp,/m/04f9f6m,/m/0k8jmg7,/m/0gl6ljw,/m/0k8jhgn,/m/0k8pvdl,/m/0kcfjg5,/m/0k8px4f,/m/0k8jkmy,/m/0k8pg4j,/m/0k8r_wz,/m/0k8m7qt,/m/0kd9rb7,/m/0k8m55l,/m/0k8knpd,/m/0k8lds6,/m/0k8rr1c,/m/0k8jdr8,/m/0k8k9yw,/m/0k8m17b,/m/0k8kmd2,/m/0kcgfvc,/m/0k8jw8z,/m/0k8ndtb,/m/0gl6ldl,/m/0k8rxvs,/m/0kcfr_p,/m/0gbv9k9,/m/0k8jm7h,/m/0k8p6p2,/m/0k8jl54,/m/04f9d3n,/m/0k8pqq2,/m/0k8mpk5,/m/0k8pbtz,/m/0k8mn0k,/m/0k8l2jj,/m/04g59d2,/m/0kcg0n3,/m/0gl6lk2,/m/0k8kn00,/m/0k8m35c,/m/0kfyqx1,/m/04gdfx3,/m/0k8ry9q,/m/04dnk7p,/m/0k8mr3r,/m/0k8qy1j,/m/0k8khlc,/m/0k8l4j2,/m/0k8ps5p,/m/04gcrzq,/m/0kd583r,/m/04f9dcx,/m/0k8mgq3,/m/0k8qz6z,/m/04f9dm0,/m/0kfyy9v,/m/0k8mxl_,/m/0k8mb3g,/m/0kfyybl,/m/0gl6lf9,/m/04g580z,/m/0k8jts4,/m/0k8kjbn,/m/0k8pfxr,/m/0k8lf_s,/m/0k8jryp,/m/0k8jpf2,/m/0k8rk6c,/m/04f9d8x,/m/0k8jxhp,/m/0k8mcv5,/m/0kf6g24,/m/0gl6lg5,/m/0k8js38,/m/0k8pt6w,/m/0k8m6bc,/m/0kc2qh4,/m/0k8rz6f,/m/04g584x,/m/0kcgtqv,/m/0kcfypb,/m/0k8n21g,/m/0k8k11x,/m/0k8pj71,/m/0k8m9tl,/m/0k8lg03,/m/0k8mm7p,/m/04f9dd5,/m/0k8pmnj,/m/0k8rn_3,/m/0k8p6c8,/m/0k8rqnl,/m/0k8ldhz,/m/04f9f7c,/m/0g8r0tf,/m/0kd50ld,/m/0k8kjq0,/m/0k8q3fy,/m/04g5927,/m/0k8nrcl,/m/0k8nz72,/m/0kcfykw,/m/0k8mrs3,/m/0k8kr66,/m/0k8mc3p,/m/0k8rzh9,/m/0k8mlv_,/m/0k8mdt3,/m/0k8p5g0,/m/0k8mv4w,/m/0gl6ldc,/m/0k8nc0c,/m/0k8p9dr,/m/04gcvxg,/m/0k8p7sp,/m/0k8m3df,/m/0k8mcr0,/m/0kf6bk9,/m/0k8rs_f,/m/0k8n7d9,/m/0k8qbm5,/m/04g5821,/m/0k8k006,/m/0k8kwhh,/m/0k8pfx7,/m/0k8ncbv,/m/0k8jsw4,/m/0kf6r48,/m/0k8r9r6,/m/04f9cww,/m/04f9d6r,/m/0k8rhrr,/m/0k8mxmh,/m/0k8jl4y,/m/04g589x,/m/0kd9kjp,/m/0k8p8m4,/m/0kd1g80,/m/04gcs5n,/m/0kfyqw3,/m/04g58rp,/m/0k8p8wy,/m/0k8pdvt,/m/0k8mqwd,/m/0k8jqz0,/m/0k8qb35,/m/0gl6ljj,/m/0kcgf3b,/m/0k8lczm,/m/0k8rcp1,/m/0k8rbx0,/m/0k8rg5t,/m/0kgwpjk,/m/0k8pm8t,/m/0kcg96m,/m/0k8mbqk,/m/0k8lykx,/m/0k8p9qw,/m/0kd9xvx,/m/0k8jqw6,/m/0kcfywm,/m/0k8m5vx,/m/0k8jc4h,/m/07nv3g3,/m/0kcgyrv,/m/04g58py,/m/0k8lrj6,/m/09tmxgc,/m/0k8jr6h,/m/0k8m351,/m/0k8k3wl,/m/0k8js2_,/m/0gl6lj2,/m/0k8p8wn,/m/0k8mxr0,/m/0kd9rkd,/m/0kd508r,/m/0k8mltx,/m/0k8jt41,/m/0k8rcfk,/m/0k8mpvk,/m/04g59vr,/m/0k8khwl,/m/04f9dyq,/m/0kcfr6b,/m/0k8mvb_,/m/04gdv42,/m/0kcgmgp,/m/0k8qz7h,/m/097ntdc,/m/04g57zb,/m/0k8ndhy,/m/0k8js2b,/m/0kd50dm,/m/0gf838d,/m/04f9dc4,/m/0k8k9qw,/m/04g5952,/m/0k8l88n,/m/0k8r9fg,/m/0k8ppd7,/m/0k8mdrw,/m/0k8kr93,/m/0k8jmwx,/m/04f9f3f,/m/0k8mr9w,/m/0k8p754,/m/0k8k9xs,/m/0k8knhb,/m/0k8m57v,/m/04f9f67,/m/0k8jx32,/m/0kd9mwx,/m/0k8qrst,/m/0k8mxlp,/m/0k8l4hd,/m/0kcgklq,/m/0kgm88v,/m/04gcscf,/m/04g58bk,/m/0kcgfk2,/m/0k8q9sp,/m/0k8n7fz,/m/0k8pf5b,/m/04gdft7,/m/04g5b13,/m/0k8rty7,/m/0k8m60j,/m/0k8pss0,/m/0kd5d_w,/m/0k8qszm,/m/0k8jh_b,/m/0k8jl37,/m/0k8jc3l,/m/04f9dxp,/m/0kch4t9,/m/0k8pmvy,/m/0kgmfnm,/m/0k8pgrs,/m/0kcgfnk,/m/0k8mdg7,/m/0k8m04j,/m/0k8qyk8,/m/0k8mphg,/m/0k8p7_1,/m/0k8lfcz,/m/09tmxg3,/m/0k8kt2r,/m/0kd1g79,/m/0kcfjqr,/m/0k8jh5m,/m/0k8pdmh,/m/0kd9r6_,/m/0kcgfmj,/m/0k8pjfx,/m/0k8ks0g,/m/09tmxgw,/m/0k8knws,/m/0k8jh5x,/m/0kcfjnn,/m/0k8pmm7,/m/0k8p08m,/m/0k8m3f8,/m/0k8mvnz,/m/04gd8h9,/m/0kd1lry,/m/0k8lxtn,/m/0k8l1q0,/m/0k8qy54,/m/0k8jr42,/m/04g59ln,/m/0k8pkzj,/m/0kf6r6r,/m/04g5840,/m/0k8kps2,/m/0kch59y,/m/0k8nc0v,/m/0k8pb5b,/m/0k8m72x,/m/04f9cwz,/m/0k8rpqg,/m/0k8png7,/m/0k8m0c4,/m/0k8l88y,/m/0k8rbcs,/m/0k8kv19,/m/0kcf5b3,/m/0k8r4xf,/m/04f9d95,/m/0k8mk61,/m/0k8lz4j,/m/0kcgfx_,/m/0kd1g4j,/m/0k8krn6,/m/0gl6ldt,/m/0k8jz5m,/m/0k8qwgq,/m/0gl6lh5,/m/0k8kp2l,/m/04f9f07,/m/0k8kvw_,/m/0kch4xg,/m/0k8qbcf,/m/0k8nfhy,/m/0k8lq4t,/m/04g5b3b,/m/04g59s3,/m/0k8mth5,/m/0kcfjrs,/m/04gd8hf,/m/0k8kpc3,/m/0k8mxrp,/m/04g58dr,/m/0k8pkgy,/m/0k8r5nt,/m/0k8mbcg,/m/0k8l3_b,/m/0k8k2fw,/m/0k8khw3,/m/0k8jt5c,/m/0k8mvcg,/m/0k8pfbt,/m/04g58bs,/m/0k8l3vz,/m/04gdtvt,/m/0kd1g5k,/m/0k8lhs_,/m/0k8r3v6,/m/0k8pp3d,/m/0k8pnt4,/m/0k8k9tc,/m/0k8k3kw,/m/0kd50g0,/m/04f9dg4,/m/0kd50tl,/m/0k8rcbd,/m/0kdb34g,/m/0k8rxn8,/m/0k8jj2y,/m/0k8md7x,/m/0kcgj33,/m/0k8kwjb,/m/0kd1g63,/m/04f9dhk,/m/0kcgfzc,/m/0k8jkmg,/m/0kd4tym,/m/0kcft_v,/m/0k8nrbl,/m/0k8q8nl,/m/0k8ljl4,/m/0kcg13c,/m/0k8n4t9,/m/04f9dp8,/m/0k8mxqk,/m/0k8m4nc,/m/0k8kqs5,/m/0k8jxrv,/m/0kgn7ln,/m/0kh3nxc,/m/0k8pdx4,/m/0k8m2kd,/m/0k8l1nq,/m/0k8l_63,/m/0k8nrc3,/m/0k8jyw7,/m/0k8m9mx,/m/04f9dlg,/m/0gl6lc1,/m/0kfywm5,/m/0k8klws,/m/0k8r7ck,/m/0k8m6tc,/m/0k8nr5h,/m/0k8m2mk,/m/0kf6r35,/m/0k8mr2v,/m/0k8l3_n,/m/0k8n2pk,/m/04gdvd6,/m/0k8jmvy,/m/0kcfg7d,/m/0gl6lj9,/m/0k8nf1x,/m/0kcgfpt,/m/04g57_w,/m/0k8lwlz,/m/09tmxfw,/m/0k8pl69,/m/0k8klj8,/m/0k8rkvy,/m/0kd50vd,/m/0k8kk72,/m/0k8mj2m,/m/0k8mfvj,/m/0k8mc55,/m/0k8jn59,/m/04f9dbl,/m/04gdvhg,/m/0k8pfn9,/m/0k8l8hm,/m/0gl6ld4,/m/0kd5c2t,/m/0kf6r_z,/m/04g57vz,/m/0k8pnzp,/m/0k8jd3w,/m/0k8rphg,/m/0b7n1dc,/m/0kd1cg4,/m/0k8l27_,/m/04gdtty,/m/0kcg0_2,/m/0kjyqy_,/m/0k8lz_l,/m/04g593_,/m/04f9d46,/m/0k8r714,/m/0k8nbgy,/m/0k8pvn5,/m/0kd559l,/m/0k8p397,/m/0k8p7jb,/m/0kf5p_r,/m/0k8pqdj,/m/04f9fc3,/m/0gl6lc8,/m/05srxr3,/m/0kcfdww,/m/0kc2kb6,/m/0gl6lcy,/m/0kd4yy6,/m/0k8kqq1,/m/04f9d02,/m/0k8rd45,/m/04g58ql,/m/04f9cyc,/m/0kf6r98,/m/0k8kb25,/m/0k8psyd,/m/0k8p8mf,/m/0kd5535,/m/0kcgfdk,/m/0kcgfgh,/m/0k8jrzg,/m/0k8r8vt,/m/0k8rb81,/m/0kcg12k,/m/0k8lv5g,/m/0k8s02d,/m/0k8mq2z,/m/0k8j9qt,/m/0kcfg9_,/m/0k8lvq6,/m/0k8phtw,/m/0k8n09s,/m/0kcgq7c,/m/0k8pnz5,/m/0k8pg3q,/m/0k8pgg9,/m/0k8r6ln,/m/04f9f34,/m/0kc2qc6,/m/04f9f6f,/m/0k8rjn6,/m/0k8kzps,/m/0kcfpc4,/m/0k8kygb,/m/0k8rp81,/m/0k8l4hv,/m/04f9dvb,/m/0k8n8c0,/m/0k8p7hh,/m/0k8pszv,/m/0k8kvxs,/m/0gl6lfr,/m/0kfy6p8,/m/0k8mckm,/m/04g58x2,/m/04g58rg,/m/0k8kx68,/m/0gl6lgj,/m/0kd9kbc,/m/0k8lhzp,/m/0k8n_s4,/m/0gl6lfj,/m/0kcg12x,/m/0kjz1vg,/m/04f9f37,/m/04f9f1y,/m/0k8p6n3,/m/0k8m5rn,/m/0kcftyk,/m/0kd57x5,/m/04f9dqp,/m/0k8r5t9,/m/05srxw1,/m/0k8jb_d,/m/0k8r7yf,/m/0k8jtq6,/m/04f9dm6,/m/0k8p89x,/m/0k8qwf0,/m/0k8qxg_,/m/0k8q7m0,/m/0k8p8lp,/m/04gcsdp,/m/0k8rklq,/m/0k8rnxf,/m/0k8lkq6,/m/0k8mhf1,/m/04f9dbz,/m/0k8m4cd,/m/0k8kp3c,/m/04g58nv,/m/04g591b,/m/0k8ldw8,/m/0k8nb57,/m/0k8lj26,/m/04f9dp2,/m/0k8ppjn,/m/0k8jffw,/m/0k8p6m3,/m/0k8rq93,/m/0kd50sg,/m/0k8ptty,/m/0k8nt_p,/m/0gl6lch,/m/0k8l88c,/m/0k8lk4v,/m/0k8lpw9,/m/0kc23lr,/m/0k8khtb,/m/0k8ms1d,/m/0k8r3h7,/m/0k8rk0n,/m/0k8jdds,/m/0k8pp13,/m/0k8lsw3,/m/0k8r3jw,/m/0kf6796,/m/0k8kjbw,/m/0kch4wd,/m/0k8p9l9,/m/04f9dkq,/m/0k8mf0w,/m/0k8jt4m,/m/0k8rmpd,/m/0k8n12y,/m/0kfyytg,/m/0k8rpg5,/m/09tmxgm,/m/0k8pt7q,/m/0k8mvh0,/m/0k8rys_,/m/0k8mc2n,/m/0kd50jz,/m/0k8mhsd,/m/0kch4tv,/m/0k8n_h9,/m/04f9dsk,/m/04gdtsn,/m/0kcg0md,/m/0k8r42x,/m/0kcgfyy,/m/0k8m54n,/m/0k8ljjr,/m/0gl6lf2,/m/0kcgfkr,/m/0kd52rn,/m/04f9cws,/m/0kcfysx,/m/0k8nfbl,/m/0k8m3jm,/m/0k8jhpv,/m/0kd19g5,/m/0k8kjyc,/m/0k8p6by,/m/0k8np8l,/m/0k8k9hj,/m/04f9c_q,/m/04f9d6n,/m/0k8mbr9,/m/0k8pjsp,/m/0kc2q8t,/m/0k8jk1l,/m/0k8rxd_,/m/0k8jfvd,/m/0k8lhcc,/m/0k8l3dv,/m/0k8phw2,/m/0k8rvfw,/m/0k8lw9v,/m/0k8q437,/m/04g59qc,/m/0k8p6xr,/m/0k8lw1h,/m/0k8mvr0,/m/0k8rt15,/m/0kch6_t,/m/0k8m5q7,/m/04f9dwk,/m/0k8ppwv,/m/0k8nr5z,/m/04f9fby,/m/0k8nfj5,/m/0k8rs7t,/m/0k8pm99,/m/0k8m15n,/m/04g599x,/m/0k8mxq5,/m/04f9d5j,/m/0kcgfn1,/m/0k8l430,/m/0k8pfpg,/m/0kfy6zr,/m/0k8nfx8,/m/0k8m8hh,/m/0k8mxnc,/m/0k8lqh5,/m/0kd1g9w,/m/0k8pc4h,/m/0k8jdlq,/m/0k8mj1_,/m/0k8n912,/m/0k8pg34,/m/04f9f9t,/m/0k8psng,/m/0kch4vv,/m/0k8pthj,/m/0k8l8hz,/m/0k8lg5z,/m/0gl6kvb,/m/0kd50kr,/m/0kgn94w,/m/0k8rh21,/m/0k8lvvr,/m/0k8ppk4,/m/0k8pvr0,/m/04gdts4,/m/0kf6g0_,/m/0k8r5ry,/m/0kcftzt,/m/0k8ryjn
Longue paume	/m/05ytgc		1900 Summer Olympics		
Paralympic alpine skiing	/m/0bzjxt		1984 Winter Olympics,1988 Winter Olympics		
Rhythmic gymnastics	/m/019w9j	2000 Summer Olympics,2012 Summer Olympics,1984 Summer Olympics,1992 Summer Olympics,2004 Summer Olympics,1996 Summer Olympics,1988 Summer Olympics		Women's Rhythmic gymnastics, group competition,Women's Rhythmic gymnastics, individual all-round	/m/0kcgdkn,/m/0kc23dt,/m/0k8q0wk,/m/0k8k9m6,/m/0kc1rsy,/m/0k8ksm5,/m/0kd9xrv,/m/0kf5p48,/m/0k8k73_,/m/0k8mlvd,/m/0k8mh65,/m/0kf5p9c,/m/0kjz78r,/m/0kc1rpq,/m/0k8pxdv,/m/0k8np1q,/m/0kjz6rb,/m/0kd9xs9,/m/0kcgdml,/m/0kc1rt9,/m/0kk239j,/m/0k8njjh,/m/0kf6qlb,/m/0lfkdl6,/m/0kf5p8g,/m/0kc1rqm,/m/0kd5dx1,/m/0k8mxft,/m/0kjz5nk,/m/0kc1v95,/m/0kd9xp1,/m/0k8mn08,/m/0k8mxfc,/m/0k8mjyb,/m/0k8mh8d,/m/0kcf4yg,/m/0kcfbdp,/m/0k8k75_,/m/0k8ksll,/m/0kc1vdn,/m/0k8px4_,/m/0k8nj9y,/m/0kd0_31,/m/0kf5p5t,/m/0kc1v8r,/m/0kcgdq3,/m/0kd9r48,/m/0kcg5dy,/m/04g57y7,/m/0kd9vvc,/m/0k8nsjy,/m/0kjz7z_,/m/0kf6qk7,/m/0k8klnt,/m/0k8mxgs,/m/0kcfyjm,/m/0k8mxdd,/m/0kd9xsz,/m/0kc1rq1,/m/0kch59d,/m/0kf5p4q,/m/0k8k74g,/m/0kcgdnk,/m/0kf6qpw,/m/0kc1v9h,/m/0k8mxg9,/m/0kf5pbl,/m/0k8px9j,/m/0kfyt6_,/m/0k8k6y0,/m/0kf5p6q,/m/0kcgdlm,/m/0kf6qj3,/m/0k8k9gd,/m/0kc1rsh,/m/0kc1vcy,/m/0kcgdpn,/m/0kcf4zc,/m/0kf6qp5,/m/0k8nqnz,/m/0kc1vd7,/m/0kcgdm_,/m/0k8q5b6,/m/0k8mrj9,/m/0k8nj8g,/m/0kcghz7,/m/0kd59c6,/m/0kf6qv5,/m/0kcgm7w,/m/0k8mxh9,/m/0k8kmlt,/m/0kd0_40,/m/0k8nqty,/m/0kd9xsm,/m/0k8rp8z,/m/0k8kx_0,/m/0k8k76n,/m/0k8mhgk,/m/0kf6qsq,/m/0k8q0g6,/m/0k8k979,/m/0k8k6yz,/m/0k8jtz8,/m/0kd1lr3,/m/0k8kmdt,/m/0k8k75g,/m/0k8kmzg,/m/0k8mnnx,/m/0kc1v9v,/m/0k8njhb,/m/0kf6qxk
Field handball	/m/027jy5t		1952 Summer Olympics		
Golf	/m/037hz	1900 Summer Olympics,1904 Summer Olympics		Men's Golf,Women's Golf	/m/08pt_81
Rugby union	/m/06br8	1908 Summer Olympics,1924 Summer Olympics,1920 Summer Olympics,1900 Summer Olympics			/m/0bmpl5m,/m/0bmpl5c
