	/m/0kd189d	Gojko Pijetlović	Serbia	2012 Summer Olympics	Water polo
	/m/0k8r357	Tuğçe Şahutoğlu	Turkey	2012 Summer Olympics	Track and field athletics
	/m/0kd1j6d	Jang Soo Ji	South Korea	2012 Summer Olympics	Field hockey
	/m/0kfxpss	Hugues Fournel	Canada	2012 Summer Olympics	Canoe Sprint
	/m/0k8m9w9	Sven Knipphals	Germany	2012 Summer Olympics	Track and field athletics
	/m/0kd4wrr		Montenegro	2012 Summer Olympics	Swimming
	/m/0k8khkf	Danielle Lopez	Canada	2012 Summer Olympics	
	/m/0k8mb5g	Timo Boll	Germany	2012 Summer Olympics	Table tennis
	/m/0khfsgp	Natalya Nazarova	Russia	2012 Summer Olympics	Track and field athletics
	/m/0k8qrp4	Emilia Fahlin	Sweden	2012 Summer Olympics	Road cycling
	/m/0k8ndzg	Roberta Bianconi	Italy	2012 Summer Olympics	Water polo
	/m/0k8nfbl	Sara Bertolasi	Italy	2012 Summer Olympics	Rowing
	/m/0kcf2g4	Martina Emanuel	United Kingdom	2012 Summer Olympics	Fencing
	/m/0k8p_v2	Gulnara Samitova	Russia	2012 Summer Olympics	Track and field athletics
	/m/0k8mnmy	Lyn Byl	United Kingdom	2012 Summer Olympics	Team handball
	/m/0kf7dr4	Renato Rezende	Brazil	2012 Summer Olympics	BMX racing
	/m/0kh8gdf	Maaike Caelers	Netherlands	2012 Summer Olympics	Triathlon
	/m/0khqfpv	Paulette Zang-Milama	Gabon	2012 Summer Olympics	Track and field athletics
	/m/0kkx078	Oludamola Osayomi	Nigeria	2012 Summer Olympics	Track and field athletics
	/m/0kc2dcv	Yerkebulan Kossayev	Kazakhstan	2012 Summer Olympics	Judo
	/m/0kf5l9r	Julen Aguinagalde	Spain	2012 Summer Olympics	Team handball
	/m/0k8mhky	Georgina Geikie	United Kingdom	2012 Summer Olympics	Shooting sports
	/m/0kd55wf	Siril Helljesen	Norway	2012 Summer Olympics	Dressage
	/m/0k8jtz8	Aliya Garayeva	Azerbaijan	2012 Summer Olympics	Rhythmic gymnastics
	/m/0k8n8f3	Elisa Rigaudo	Italy	2012 Summer Olympics	Race walking
	/m/0k8qm0g	Irene Montrucchio	Spain	2012 Summer Olympics	Synchronized swimming
	/m/0k8l753	Andja Jelavic	Croatia	2012 Summer Olympics	Basketball
	/m/0k8pljw	Kamila Soćko	Poland	2012 Summer Olympics	Rowing
	/m/0kf8mfq	Evgeni Orlov	Ukraine	2012 Summer Olympics	Greco-Roman wrestling
	/m/0kd5dml	Alexandru Siriteanu	Romania	2012 Summer Olympics	Fencing
	/m/0k8q_5t	Jehue Gordon	Trinidad and Tobago	2012 Summer Olympics	Track and field athletics
	/m/0kgpfpr	Aurelie Halbwachs	Mauritius	2012 Summer Olympics	Road cycling
	/m/0k8ksmp	Ryan Cochrane	Canada	2012 Summer Olympics	Swimming
	/m/0kfyph6	Chay Lapin	United States of America	2012 Summer Olympics	Water polo
	/m/0kch01v	Omar Pinzón	Colombia	2012 Summer Olympics	Swimming
	/m/0kf7pkp	Ondřej Cink	Czech Republic	2012 Summer Olympics	Mountain biking
	/m/0kf6cf6		Togo	2012 Summer Olympics	Taekwondo
	/m/0k8n5h3	Valeria Maksyuta	Israel	2012 Summer Olympics	
	/m/0k8jqwx	Nicola Zagame	Australia	2012 Summer Olympics	Water polo
	/m/0kf5mrt	Verónica Cuadrado	Spain	2012 Summer Olympics	Team handball
	/m/0k8lfdn	Lenka Hykova	Czech Republic	2012 Summer Olympics	Shooting sports
	/m/0kcgy3b	Cheng Shao-Chieh	Taiwan	2012 Summer Olympics	Badminton
	/m/0kd1fbw	Austin Smith	South Africa	2012 Summer Olympics	Field hockey
	/m/0kc2qv1	Daina Gudzinevičiūtė	Lithuania	2012 Summer Olympics	Shooting sports
	/m/0kcfrp6	Moshad Alamiyan	Iran	2012 Summer Olympics	Table tennis
	/m/0k8kvp0	Toby Ng	Canada	2012 Summer Olympics	Badminton
	/m/0k8kx20	Natalia Duco	Chile	2012 Summer Olympics	Track and field athletics
	/m/0k8mkrs	Jennifer Pinches	United Kingdom	2012 Summer Olympics	Artistic gymnastics
	/m/0kh9nld	Sin Chol-Bom	North Korea	2012 Summer Olympics	Weightlifting
	/m/0kf7r_m	Christophe Guenot	France	2012 Summer Olympics	Greco-Roman wrestling
	/m/0kd9z6d	Karin Donckers	Belgium	2012 Summer Olympics	Eventing
	/m/0k8mmk0	Laura Robson	United Kingdom	2012 Summer Olympics	Tennis
	/m/0kf88tk		Norway	2012 Summer Olympics	Freestyle wrestling
	/m/0kd58b6	Peter López	Peru	2012 Summer Olympics	Taekwondo
	/m/0kd9vp5	Harald Ambros	Austria	2012 Summer Olympics	Eventing
	/m/0k8n1gh	Arezoo Hakimi	Iran	2012 Summer Olympics	
	/m/0k8mr5f	Peter Wilson	United Kingdom	2012 Summer Olympics	Shooting sports
	/m/0k8kl72	Igor Tikhomirov	Canada	2012 Summer Olympics	Fencing
	/m/0kh9t0k	Ruben Lopez	Spain	2012 Summer Olympics	Artistic gymnastics
	/m/0kf8b8b	Alin Alexuc	Romania	2012 Summer Olympics	Greco-Roman wrestling
	/m/0kd0xrh	Sofya  Ochigava	Russia	2012 Summer Olympics	Boxing
	/m/0kcf0m7	Tetteh Sulemanu	Ghana	2012 Summer Olympics	Boxing
	/m/0k8ms9m	Rory Warlow	United Kingdom	2012 Summer Olympics	Shooting sports
	/m/0k8my8k	Nery Mantey Niangkouara	Greece	2012 Summer Olympics	Swimming
	/m/0k8mtn5	Stephanie Proud	United Kingdom	2012 Summer Olympics	Swimming
	/m/0kd52jp	Dean Couzins	New Zealand	2012 Summer Olympics	Field hockey
	/m/0kch5z9	Hana Klapalová	Czech Republic	2012 Summer Olympics	Beach volleyball
	/m/0kh0pw6	Valeria Sorokina	Russia	2012 Summer Olympics	Badminton
	/m/0kjz2lt	Leah Mariem Lorraine Callahan	Canada	2012 Summer Olympics	Freestyle wrestling
	/m/0k8ld5z	Jaromír Ježek	Czech Republic	2012 Summer Olympics	Judo
	/m/0k8pt33	Esthera Petre	Romania	2012 Summer Olympics	Track and field athletics
	/m/0kcfhl3	László Nagy	Hungary	2012 Summer Olympics	Team handball
	/m/0kgb4kn	Isabelle Yacoubou	France	2012 Summer Olympics	Basketball
	/m/0k8kzmw	Jiang Kelu	China	2012 Summer Olympics	Fencing
	/m/0kd143z	Sadio Mané	Senegal	2012 Summer Olympics	Football
